"","sample","AVE_auc","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_rel_fit","AVE_rel_max_GR","AVE_con_rel_auc","AVE_con_rel_mu","AVE_BYmu","AVE_BYauc","AVE_BYrel_mu","AVE_BYrel_auc","control2","run","plate"
"22","EDTA",12079.7575,0.5045,3.26495462387085e-05,30966.2303845665,6.03189811900829,2.42317547747347,3.07037909092808,0.169867722698875,1.02029831995964,4.85347593781797e-05,16756.99675,0.681346933239972,0.721398296530363,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"23","ETOH control ",11721.5405,0.4895,2.39444168032488e-05,27611.9737227874,8.72342208087516,1,1,0.164830410813929,0.748263025101525,3.23903385161986e-05,13427.689,0.725278423195851,0.873973793148244,"ETOH","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"24","Fluconazole",5694.809,0.265,1.00767791652398e-05,25028.7672536323,19.3689841819504,1.18571886869987,0.870932312079452,0.0800814284587303,0.314899348913743,2.95218948653199e-05,9343.23775,0.343038766013528,0.614561010557202,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"25","Guanidine hydrochloride",12828.80775,0.549,2.15307392736112e-05,22614.0265051603,9.36490090598301,2.58336531710798,2.06357116162491,0.180401002042813,0.672835602300349,3.00024434872607e-05,13999.2,0.714774006313427,0.915978991312662,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"26","H2O control ",10574.10275,0.4655,2.58224674171426e-05,30280.177020624,7.69695569509617,1,1,0.14869493478875,0.806952106785706,4.53655272708529e-05,16366.8815,0.578333313199581,0.643901370552488,"H2O","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"27","Hydroxyurea",6312.0205,0.2055,7.46162426464965e-06,4909.49340621256,35.1245531776977,0.569986986563747,0.271116019991795,0.0887607675869004,0.233175758270302,3.26420492682139e-05,11346.42525,0.219494655885926,0.558252476204675,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"28","Hygromycin B",9882.75925,0.2925,1.44192957355539e-05,5342.275469164,13.3681310721766,0.958727247937858,0.57985001481985,0.138973138142777,0.45060299173606,3.21124530045453e-05,14835.08075,0.448939818138781,0.66627788166059,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"29","Menadione ",9944.905,0.285,1.43327500849342e-05,5369.85318822708,13.4426704910439,0.848195909979366,0.6540809893637,0.139847042857165,0.447898440154193,1.2872800922908e-06,642.339,11.2288052394645,15.5381623486051,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"30","methylmethane sulfonate",12391.08625,0.5355,2.92157811813743e-05,28494.3368508208,6.59109392507832,1.19878962022983,1.16566068581367,0.174245683578735,0.912993161917945,4.08351659395507e-05,15316.364,0.757712619436481,0.81058613364086,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"31","Miconazole Nitrate",8312.42725,0.3095,1.36992423144918e-05,16306.7285921331,14.7195518749079,1.61825962672272,1.31303572923159,0.116890847109934,0.428101322327867,3.31291344720459e-05,10404.982,0.413750013476794,0.807797408955028,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"32","Miltefosine",7591.48875,0.225,2.85846141182204e-05,20186.218466245,34.334369598575,1.41625839869975,3.2999602550522,0.106752880250836,0.893269191194387,2.38111157235967e-05,4019.7385,1.96933388605208,3.55197448586864,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"33","Myclobutanil",10971.8955,0.4875,3.23428007294933e-05,28703.971771405,6.92277465537569,0.938440094055066,1.61872049189926,0.154288767988516,1.01071252279667,2.62276754668622e-05,7435.518,1.19884630331522,2.10291482174442,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"34","Nystatin ",5796.65225,0.1855,1.93920851849929e-05,9811.73872246136,21.4986104768097,1.13018948120318,2.14818766822392,0.0815135665583363,0.606002662031029,6.22181169616637e-07,245.55925,33.287014508577,27.8453522515801,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"35","Pentamidine Isethionate",12059.77575,0.51,3.40232873177359e-05,31609.1526825406,5.78829156055397,1.16699486693211,1.39603306163828,0.169586735736344,1.06322772867925,4.01788461439901e-05,14159.93825,0.891170909437929,0.8523149627812,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"36","Poly-L-lysine hydrochloride",9939.514,0.3365,1.36676462968159e-05,4025.84852586788,14.1652677666505,0.963706215189118,0.553538601351629,0.139771233645509,0.427113946775498,3.20253826037839e-05,14972.0695,0.427249374121791,0.664119642959712,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"37","Propiconazole",11318.85775,0.467,5.03006144957887e-05,39885.1194043487,4.51348499145929,0.967051898475368,2.52737582803747,0.15916781355462,1.5718942029934,3.35893904927415e-06,2797.251,14.4303836698207,4.17817779964534,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"38","Sodium Fluoride",14200.4395,0.5805,3.13640715675631e-05,28998.1782994357,6.16575530138739,1.38152264739074,1.2684312403393,0.199689134420799,0.980127236486346,5.20726017648885e-05,15682.57225,0.791113937939154,0.915359240429125,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"39","Sodium metasilicate",27717.5875,0.875,3.35232711162334e-05,5278.17690541208,5.77720928319112,2.71204370230482,1.35821582755185,0.389769700867904,1.04760222238229,6.98567737227196e-06,2996.41925,4.95873077548787,10.0559027209011,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"40","Sodium Orthovanadate",22165.5225,0.7415,3.24468955583496e-05,7938.91267790277,6.23227368313012,2.09563881407527,1.24691759622379,0.311695564211921,1.01396548619842,1.25961868108251e-06,510.40575,25.5003714940886,43.2219525346078,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"41","Sodium Selenate",12278.6885,0.5475,3.85982852915064e-05,31786.8815692149,5.03315367157238,1.19213368868324,1.5687399151569,0.172665126201736,1.20619641535958,3.62099105154037e-05,14005.8925,1.21485745748544,0.877114996974351,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"42","Tamoxifen",8433.43975,0.2365,1.40725966088226e-05,4076.82340872389,13.7125837953234,0.817631271031715,0.567261419837831,0.11859254665093,0.439768644025705,2.12060917849004e-05,3275.37275,0.700701436954032,2.57465312412904,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"43","Tartaric acid",12126.72925,0.5145,2.51161377664476e-05,27653.1411623531,7.66784237819438,1.17479271630972,1.00130034600645,0.170528247895981,0.784879305201487,5.26445298689727e-05,16779.60675,0.520770599336841,0.72320838568773,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"44","Thialysine",10326.158,0.392,2.02068876205157e-05,21379.9164413811,10.5975084527144,0.999701647328737,0.76242171944839,0.145208291117498,0.631465238141117,6.50120378532934e-06,2498.15725,4.47545005417959,4.91756971669542,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"45","Thiourea",11458.03125,0.547,3.3411242604032e-05,30427.6753978404,5.76276121990524,1.14250997169754,1.33583147722041,0.161124896344157,1.044101331376,3.09179759387718e-05,15052.55475,1.0806440296484,0.753940254755844,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"46","Triclosan",8258.27825,0.355,1.38798200442497e-05,25339.0028583494,14.8318209638775,1.65598997852183,1.14468303260562,0.116129394132387,0.433744376382803,3.05572690362731e-05,10278.1895,0.453291081620923,0.803521136528033,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"47","Trifluoperazine",13417.92475,0.545,1.52790225137094e-05,16114.4292972647,12.6513377043595,1.30092009025624,0.617557555768005,0.188685271258747,0.477469453553418,3.19914189440821e-05,14928.25275,0.477156666973022,0.898825131119287,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
"48","Urea hydrogen peroxide",10358.41275,0.5245,2.88639250655062e-05,30259.3661505426,6.68167010557934,0.981313725722706,1.16214420317227,0.14566186321352,0.901997658297068,2.87718666956272e-05,14911.86125,1.00292675649857,0.699828803452061,"case","SR1_results_DRUGPLATES_2019-07-02","S1L2"
