"","well","BYauc","BYmu","sample","solvent","control","control2","auc","run","plate","A","mu","lambda","rel_fitness","rel_max_GR","DT","BYrel_auc","BYrel_mu","con_rel_auc","con_rel_mu"
"11","A11",70111.9355,2.80942169768561e-05,"5-Fluorocytosine","H2O-2",2,"case",92473.085,"SR1_results_MITACS DRUG RUN 2","S2L1",0.823,2.09663436058831e-05,22434.0714692848,1.06870836895263,0.88752044475035,9.18333149108781,1.31893499074776,0.746286811380258,0.888626745110242,0.551745884365344
"12","A12",42025.6725,8.10988454230417e-05,"Azaserine*","H2O-2",2,"case",74228.822,"SR1_results_MITACS DRUG RUN 2","S2L1",0.743,2.07400003287789e-05,48810.0042677311,0.857860028016745,0.877939170602703,9.28355257650131,1.76627327022548,0.2557373069936,0.713307190813711,0.545789482336288
"13","B01",82649.6425,3.28738313114633e-05,"DMSO control","DMSO",1,"DMSO",55895.331,"SR1_results_MITACS DRUG RUN 2","S2L1",0.54,1.67665551583133e-05,54529.0965170365,1,1,11.4836280721271,0.676292471561507,0.510027413581902,0.537130193649207,0.441225135745088
"14","B02",4453.3995,2.5339864264146e-06,"Compound 48/80*","H2O",1,"case",8085.307,"SR1_results_MITACS DRUG RUN 2","S2L1",0.07,3.619216239568e-06,155560.335851812,0.124864837208611,0.212267495150662,53.1996075238257,1.81553597425966,1.4282697814956,0.0776963377249397,0.0952425326202105
"15","B03",124217.9885,3.73342325386401e-05,"EDTA","DMSO",1,"case",91502.699,"SR1_results_MITACS DRUG RUN 2","S2L1",0.848,2.53638272847199e-05,25813.623380788,1.63703653530561,1.51276317915215,7.59116048723716,0.736630017157298,0.679371867587447,0.879301751219527,0.667469139071577
"16","B04",119035.6675,3.61575722499745e-05,"Tartaric acid","H2O",1,"case",92184.4815,"SR1_results_MITACS DRUG RUN 2","S2L1",0.846,3.22379490424509e-05,26900.1372312453,1.42364418267083,1.89075983281191,5.97249171265008,0.774427391689134,0.891596062356582,0.885853389070131,0.848367080064498
"17","B05",121642.8255,2.97748645070062e-05,"6-Azauracil","DMSO",1,"case",100899.4745,"SR1_results_MITACS DRUG RUN 2","S2L1",0.857,6.43777837713295e-05,17272.8082180419,1.80515031747464,3.83965478677408,2.99079701427407,0.829473288582893,2.16215203115974,0.96960073959108,1.69415220450867
"18","B06",4386.552,1.05670782422056e-06,"DTT","H2O",1,"case",9540.596,"SR1_results_MITACS DRUG RUN 2","S2L1",0.107,3.0085932156312e-06,60722.7432178357,0.14733948462478,0.176454376731449,63.9969812098639,2.17496475591763,2.84713820289006,0.0916810417852047,0.0791735056745052
"19","B07",139616.865,4.39418744635745e-05,"DMSO control","DMSO-2",2,"DMSO",103331.8645,"SR1_results_MITACS DRUG RUN 2","S2L1",0.882,8.9397015772694e-05,10987.3235178056,1,1,2.15377305187054,0.740110190126386,2.03443792200534,0.992974965816351,2.35255304664984
"20","B08",4877.191,6.86683402616859e-06,"Compound 48/80*","H2O-2",2,"case",3002.6935,"SR1_results_MITACS DRUG RUN 2","S2L1",0.053,7.43443953811899e-07,1440.08253927468,0.0347020289509067,0.0314705187006929,258.985068748826,0.615660428308016,0.108265898225985,0.0288545986269267,0.0195643145739973
"21","B09",129410.5215,4.03249516144402e-05,"EDTA","DMSO-2",2,"case",77270.788,"SR1_results_MITACS DRUG RUN 2","S2L1",0.783,2.41527309133891e-05,39524.3937824984,0.747792448862664,0.270173793885931,7.97180592866781,0.597098188805305,0.598952508221737,0.742539181347129,0.635598181931293
"22","B10",118475.4775,3.49483329133578e-05,"Tartaric acid","H2O-2",2,"case",83446.709,"SR1_results_MITACS DRUG RUN 2","S2L1",0.804,2.4555328989493e-05,38149.0135696742,0.964390841614666,1.03944478424129,7.84110380159273,0.7043373933648,0.702618034753457,0.801887137309537,0.646192868144552
"23","B11",76564.2235,2.3581733614937e-05,"6-Azauracil","DMSO-2",2,"case",97753.9525,"SR1_results_MITACS DRUG RUN 2","S2L1",0.84,1.69851398711565e-05,3359.12542062839,0.94601943914406,0.189996721080085,11.3358432694357,1.27675757725147,0.720266802623787,0.939373620245676,0.446977365030435
"24","B12",6453.315,6.8179723115286e-06,"DTT","H2O-2",2,"case",13775.4635,"SR1_results_MITACS DRUG RUN 2","S2L1",0.158,6.02785607096194e-06,32479.2476091107,0.159202573685645,0.25516349448218,31.9418515011337,2.13463367277128,0.884112723774099,0.132376304871736,0.158627791341104
"25","C01",95953.3965,3.57016864811269e-05,"ETOH control ","ETOH",1,"ETOH",83418.1695,"SR1_results_MITACS DRUG RUN 2","S2L1",0.83,4.27417327298449e-05,35270.6775810349,1,1,4.5047514733634,0.869361299784735,1.1971908596654,0.801612884936622,1.12478244025908
"26","C02",108818.191,3.55201615339774e-05,"Caffeine","H2O",1,"case",81769.677,"SR1_results_MITACS DRUG RUN 2","S2L1",0.787,3.60071966568817e-05,31718.0772096064,1.2628039241065,2.11182668727908,5.347288913481,0.751433893989287,1.01371151205037,0.78577157798105,0.947557806760045
"27","C03",114500.17,3.74823059826145e-05,"Chlorpromazine hydrochloride ","H2O",1,"case",83524.875,"SR1_results_MITACS DRUG RUN 2","S2L1",0.836,2.80116410274815e-05,27314.16509464,1.28991019385468,1.64288632742008,6.87360241765118,0.729473807768146,0.747329714465117,0.802638279094828,0.737148448091618
"28","C04",5172.248,1.43682699337203e-06,"Sodium Orthovanadate","H2O",1,"case",7114.0515,"SR1_results_MITACS DRUG RUN 2","S2L1",0.071,6.97859451095135e-06,91165.9848995705,0.109865325143644,0.409295460248215,27.5902093446931,1.37542737703219,4.85694836131494,0.0683629883115896,0.183647223972404
"29","C05",122046.4155,3.78628171255192e-05,"Blasticidin hydrochloride","H2O",1,"case",83570.417,"SR1_results_MITACS DRUG RUN 2","S2L1",0.801,2.5119710987303e-05,31398.2687055944,1.29061351834392,1.47327426084378,7.66493227514421,0.684742904227286,0.663440094909698,0.803075918211397,0.661045025981658
"30","C06",72949.265,3.02560538879282e-05,"Diamide","H2O",1,"case",4366.0895,"SR1_results_MITACS DRUG RUN 2","S2L1",0.035,7.06262123792588e-07,0,0.0674273784107056,0.0414223638527699,272.619579901779,0.0598510416794466,0.0233428366570427,0.0419562503105093,0.0185858453629628
"31","C07",117911.9245,3.59261542783346e-05,"ETOH control ","ETOH-2",2,"ETOH",56593.566,"SR1_results_MITACS DRUG RUN 2","S2L1",0.53,2.33770997817434e-05,32788.4170236561,1,1,8.23630327485021,0.479964738426435,0.650698641458574,0.543839932979003,0.615186836361669
"32","C08",114472.6575,3.58797572584887e-05,"Caffeine","H2O-2",2,"case",60839.2895,"SR1_results_MITACS DRUG RUN 2","S2L1",0.532,2.68895556605729e-05,32701.0850177909,0.703117646067304,1.13825428255953,7.16043381003832,0.531474422178065,0.749435272564761,0.584639517576435,0.707619885804551
"33","C09",121944.971,3.79510288660876e-05,"Chlorpromazine hydrochloride ","H2O-2",2,"case",61095.4825,"SR1_results_MITACS DRUG RUN 2","S2L1",0.543,2.7868171295913e-05,29560.1440810846,0.706078460050822,1.17967978813375,6.9089888046264,0.501008627079833,0.734319256382942,0.587101422591392,0.733372928839815
"34","C10",4771.4795,4.15350216963492e-06,"Sodium Orthovanadate","H2O-2",2,"case",7262.5295,"SR1_results_MITACS DRUG RUN 2","S2L1",0.071,1.53106240059709e-06,26638.0564821195,0.0839328119789162,0.0648109755454538,125.756392041099,1.52207077490326,0.368619622204668,0.0697897983056595,0.0402911158051866
"35","C11",99634.836,3.49818837414825e-05,"Blasticidin hydrochloride","H2O-2",2,"case",71689.9975,"SR1_results_MITACS DRUG RUN 2","S2L1",0.722,2.25652045775223e-05,40310.1990615226,0.828518917676889,0.955201382701068,8.53264515406468,0.719527430145015,0.645054015509285,0.688910174624177,0.593821173092692
"36","C12",57666.777,3.31009195285836e-05,"Diamide","H2O-2",2,"case",5162.957,"SR1_results_MITACS DRUG RUN 2","S2L1",0.068,6.04032591170845e-07,0,0.0596681223995344,0.0255691351833626,318.759097279265,0.0895308749438173,0.0182482118253315,0.0496138057257865,0.0158955945044959
"37","D01",1847.7365,2.7720960266194e-06,"Nystatin ","DMSO",1,"case",26083.908,"SR1_results_MITACS DRUG RUN 2","S2L1",0.243,1.055454469676e-05,6243.19605590993,0.466656293707251,0.629499894110732,18.2424622776935,14.1166816805318,3.80742391151268,0.250655185406597,0.277751176230526
"38","D02",133442.649,3.60408777651901e-05,"Triclosan","DMSO",1,"case",65545.1305,"SR1_results_MITACS DRUG RUN 2","S2L1",0.685,1.8013681909622e-05,50341.8393010818,1.1726405287769,1.07438181185897,10.6885912860506,0.491185771499485,0.499812519189542,0.629860634302846,0.474044260779527
"39","D03",7479.607,3.21205547930441e-06,"Menadione ","ETOH",1,"case",6236.075,"SR1_results_MITACS DRUG RUN 2","S2L1",0.056,6.44215079039939e-06,92921.7552480357,0.0747567950409173,0.150722733472644,29.8876710206494,0.833743671291821,2.00561628897969,0.0599260101413654,0.169530283957879
"40","D04",113323.5005,3.72307744941966e-05,"Trifluoperazine","H2O",1,"case",79366.1995,"SR1_results_MITACS DRUG RUN 2","S2L1",0.779,2.09699383927365e-05,39423.3498829414,1.22568599812396,1.22988956764329,9.18175723184599,0.700350758226004,0.563242067285097,0.762675188498957,0.551840484019383
"41","D05",94170.182,3.53092714428752e-05,"3-Amino-1,2,4- triazole","H2O",1,"case",63646.4635,"SR1_results_MITACS DRUG RUN 2","S2L1",0.548,1.82499229706635e-05,36613.2135912284,0.982919424560047,1.07036031539736,10.5502299269088,0.67586641703634,0.516859233422274,0.611615257539886,0.480261130806934
"42","D06",73985.0935,1.62910253176047e-05,"Sodium Selenate","H2O",1,"case",66415.819,"SR1_results_MITACS DRUG RUN 2","S2L1",0.62,2.65708831300963e-05,32378.7782616236,1.02568776021883,1.55838569254423,7.24631102948875,0.897691897895621,1.63101355575102,0.638227577914168,0.699233766581482
"43","D07",30864.1355,9.15851263306055e-06,"Nystatin ","DMSO-2",2,"case",40751.8995,"SR1_results_MITACS DRUG RUN 2","S2L1",0.383,1.55674661697287e-05,2753.99087697721,0.394378826871937,0.174138544057347,12.3681581440193,1.32036419746796,1.69978104452605,0.391608302131855,0.40967016236128
"44","D08",132675.7195,4.79451085175593e-05,"Triclosan","DMSO-2",2,"case",85993.745,"SR1_results_MITACS DRUG RUN 2","S2L1",0.771,8.09922933526931e-05,6903.3817181338,0.832209361711459,0.905984306664428,2.37727412718671,0.648149829705653,1.68927124907916,0.826363062497483,2.13137614086034
"45","D09",8258.7515,4.4647993689985e-06,"Menadione ","ETOH-2",2,"case",5154.1165,"SR1_results_MITACS DRUG RUN 2","S2L1",0.043,9.92780872251661e-07,0,0.0910724816315692,0.0424680940544636,193.94096811332,0.624079378099704,0.222357331248761,0.0495288523067441,0.0261258124276753
"46","D10",93552.9755,3.47012747038263e-05,"Trifluoperazine","H2O-2",2,"case",70227.252,"SR1_results_MITACS DRUG RUN 2","S2L1",0.665,2.91612633294195e-05,78680.2104399085,0.811614016564335,1.23441730642754,6.60262490392959,0.750668288471488,0.840351358222702,0.674853816792169,0.76740166656367
"47","D11",74046.2525,2.91655982576608e-05,"3-Amino-1,2,4- triazole","H2O-2",2,"case",59924.0845,"SR1_results_MITACS DRUG RUN 2","S2L1",0.532,2.34174787587444e-05,39124.3696181887,0.692540652309528,0.991278763411132,8.22210134030662,0.809279098898354,0.80291439770461,0.575844789464373,0.616249441019588
"48","D12",84091.531,5.3755585684328e-05,"Sodium Selenate","H2O-2",2,"case",55913.1305,"SR1_results_MITACS DRUG RUN 2","S2L1",0.493,2.4975115683609e-05,31390.4167237162,0.646186190281101,1.05721465773309,7.70930897490244,0.664907985799426,0.464605033424281,0.537301239221544,0.657239886410764
"49","E01",87168.347,2.81948418498072e-05,"Myclobutanil","ETOH",1,"case",68355.0555,"SR1_results_MITACS DRUG RUN 2","S2L1",0.763,2.31829126657649e-05,30079.6354995192,0.819426462001183,0.542395246638589,8.30529305203338,0.784172900513991,0.822239500021292,0.656862810198177,0.610076649099076
"50","E02",90297.1105,3.23106734542584e-05,"Miltefosine","DMSO",1,"case",80673.7965,"SR1_results_MITACS DRUG RUN 2","S2L1",0.682,7.99284701167127e-05,4497.90032386221,1.44330116767714,4.7671372778732,2.40891491114146,0.89342611356318,2.47374819438121,0.775240635688547,2.10338079254507
"51","E03",105078.456,3.47514035964081e-05,"Poly-L-lysine hydrochloride","H2O",1,"case",29004.89,"SR1_results_MITACS DRUG RUN 2","S2L1",0.601,9.59801513673025e-06,109660.204290359,0.447934861113335,0.562924814830917,20.0604896685406,0.276030797407225,0.276190718746172,0.278724571511598,0.252579345703428
"52","E04",101250.943,3.4301411180896e-05,"Pentamidine Isethionate","H2O",1,"case",77385.1775,"SR1_results_MITACS DRUG RUN 2","S2L1",0.777,2.31075335707579e-05,31174.7827449651,1.19509223223027,1.35525979811587,8.33238575200124,0.764290931097797,0.67366130941072,0.743638415454651,0.608092988704156
"53","E05",73048.4085,1.72754358287823e-05,"Thialysine","H2O",1,"case",62358.232,"SR1_results_MITACS DRUG RUN 2","S2L1",0.589,1.86640324065495e-05,37569.5709474188,0.963024717218136,1.09464788675405,10.316146012547,0.85365627096448,1.08037982899706,0.599235904511992,0.491158747540776
"54","E06",103422.53,4.08149858150756e-05,"Urea hydrogen peroxide","H2O",1,"case",72153.9655,"SR1_results_MITACS DRUG RUN 2","S2L1",0.655,2.88539111578908e-05,32943.971474858,1.11430439884512,1.69228557824892,6.67295613531473,0.697661964950964,0.706944044734501,0.693368708409173,0.759313451523443
"55","E07",59376.453,1.82945651977582e-05,"Myclobutanil","ETOH-2",2,"case",38521.5795,"SR1_results_MITACS DRUG RUN 2","S2L1",0.399,2.63527916861451e-05,29639.4027405837,0.680670652561459,1.12729089289021,7.30628032817113,0.648768620449591,1.44047105800439,0.370175882069798,0.69349451805645
"56","E08",69605.9065,3.16747406318168e-05,"Miltefosine","DMSO-2",2,"case",62754.1285,"SR1_results_MITACS DRUG RUN 2","S2L1",0.586,1.54644159609475e-05,3368.48548562402,0.607306650312112,0.172985818679543,12.4505758235617,0.901563267479319,0.488225496167558,0.603040300333712,0.406958314761775
"57","E09",102752.5565,3.67951493871571e-05,"Poly-L-lysine hydrochloride","H2O-2",2,"case",21976.9695,"SR1_results_MITACS DRUG RUN 2","S2L1",0.497,1.99740983761876e-05,44701.4438872789,0.253987105857522,0.845517988618054,9.63952814603206,0.21388245945978,0.542845964994487,0.211189265224276,0.525634167794411
"58","E10",105954.791,3.56625040305314e-05,"Pentamidine Isethionate","H2O-2",2,"case",68618.863,"SR1_results_MITACS DRUG RUN 2","S2L1",0.677,3.42075395486457e-05,32662.4013534974,0.793025918364395,1.44802981791781,5.62860954132835,0.647623975776612,0.959201841782053,0.659397887297213,0.900198409174886
"59","E11",52587.308,1.35423286324349e-05,"Thialysine","H2O-2",2,"case",53402.3925,"SR1_results_MITACS DRUG RUN 2","S2L1",0.551,2.23834948389692e-05,43585.8286142596,0.61716967468797,0.947509478427839,8.60191336849077,1.0154996429937,1.65285420598633,0.513174122268924,0.589039337867611
"60","E12",57846.177,2.54937561047855e-05,"Urea hydrogen peroxide","H2O-2",2,"case",59269.363,"SR1_results_MITACS DRUG RUN 2","S2L1",0.511,2.44182422036172e-05,29810.0644420551,0.684974057701127,1.03364180173481,7.88512464915887,1.02460293962037,0.957812654331999,0.569553196234854,0.642585321147822
"61","F01",109371.441,3.22558901419548e-05,"Fluconazole","DMSO",1,"case",63436.411,"SR1_results_MITACS DRUG RUN 2","S2L1",0.54,3.12838851375071e-05,39173.1954375147,1.13491430974798,1.8658504887926,6.15463465111727,0.580008916587284,0.969865813649227,0.60959674297019,0.823260135197555
"62","F02",90069.0735,6.80735937509071e-05,"Cinnamic acid","DMSO",1,"case",58239.17,"SR1_results_MITACS DRUG RUN 2","S2L1",0.509,2.10706258205551e-05,42975.0354331827,1.04193264371223,1.25670572288713,9.13788157640026,0.646605629844744,0.309527155238139,0.559653482686579,0.554490153172501
"63","F03",26571.9055,4.05046388860356e-06,"CCCP","DMSO",1,"case",54845.7725,"SR1_results_MITACS DRUG RUN 2","S2L1",0.539,6.8275069899187e-05,17342.4759706844,0.981222787642138,4.07209884526186,2.82007596291258,2.06405116486659,16.8561112447605,0.527044385939236,1.79671236576808
"64","F04",107141.971,3.76007430229066e-05,"methylmethane sulfonate","H2O",1,"case",85965.909,"SR1_results_MITACS DRUG RUN 2","S2L1",0.84,3.28931645117058e-05,32171.7311664506,1.32760812085123,1.92918830384996,5.85352264967859,0.802355120011746,0.874800917941091,0.826095570458293,0.865609592413309
"65","F05",107289.309,3.75485199182203e-05,"Hygromycin B","H2O",1,"case",12728.449,"SR1_results_MITACS DRUG RUN 2","S2L1",0.181,6.25298487704726e-06,142601.824124156,0.19657085529382,0.366738362453917,30.7918357832002,0.118636694733489,0.166530795106335,0.122314943912293,0.164552233606507
"66","F06",104286.0175,3.55361627806123e-05,"Thiourea","H2O",1,"case",78622.494,"SR1_results_MITACS DRUG RUN 2","S2L1",0.79,3.91926628708763e-05,34019.7829951081,1.21420063755712,2.29865468797694,4.91267674572704,0.753912134002049,1.10289518631592,0.755528497136972,1.03138586502306
"67","F07",127684.9375,4.68100198395788e-05,"Fluconazole","DMSO-2",2,"case",72838.115,"SR1_results_MITACS DRUG RUN 2","S2L1",0.61,2.3829561471784e-05,32840.5021168701,0.704895003612366,0.266558802503815,8.07991719515514,0.570451898447301,0.509069672549798,0.699943092116105,0.627093722941683
"68","F08",74659.2345,2.47058109718415e-05,"Cinnamic acid","DMSO-2",2,"case",47348.2865,"SR1_results_MITACS DRUG RUN 2","S2L1",0.437,1.58547384275271e-05,57272.8320478028,0.45821573750854,0.177351987541063,12.1440592898451,0.634191963219232,0.641741266684082,0.454996756289056,0.417229958619133
"69","F09",68343.051,4.78062620364763e-05,"CCCP","DMSO-2",2,"case",30918.909,"SR1_results_MITACS DRUG RUN 2","S2L1",0.305,8.57357262842892e-05,7263.76513369409,0.299219501647529,0.959044611760708,2.24574855586377,0.452407502263837,1.79339949688751,0.297117474420041,2.25620332327077
"70","F10",98725.328,3.6042412441976e-05,"methylmethane sulfonate","H2O-2",2,"case",76054.3955,"SR1_results_MITACS DRUG RUN 2","S2L1",0.733,2.65086332918087e-05,30713.7016977122,0.878958120262594,1.12212956398694,7.26332743636278,0.770363563643972,0.735484433359848,0.730850170344074,0.697595612942333
"71","F11",74516.9395,2.98968374867208e-05,"Hygromycin B","H2O-2",2,"case",13297.351,"SR1_results_MITACS DRUG RUN 2","S2L1",0.232,2.51280748467563e-06,84726.4018285067,0.15367704341864,0.106368952941587,76.6238100861628,0.178447358268116,0.084049273967246,0.127781848499143,0.0661265127546218
"72","F12",78187.3925,7.43501261757491e-05,"Thiourea","H2O-2",2,"case",58321.4455,"SR1_results_MITACS DRUG RUN 2","S2L1",0.513,1.92438181035776e-05,28857.2312271861,0.674019006668422,0.814604698035648,10.0053369062493,0.745918793749261,0.258826973044928,0.56044411500697,0.506416265883621
"73","G01",12009.5635,3.34540577478856e-06,"Propiconazole","ETOH",1,"case",25964.7865,"SR1_results_MITACS DRUG RUN 2","S2L1",0.259,1.46180592888365e-05,27317.8052962602,0.311260564162823,0.342009047252061,13.1714394971645,2.1620091771029,4.36959229251059,0.249510478805561,0.384685770758855
"74","G02",59686.536,2.70139032434876e-05,"Sodium metasilicate","H2O",1,"case",22497.216,"SR1_results_MITACS DRUG RUN 2","S2L1",0.212,1.20050860845019e-05,155308.3498518,0.347434081784027,0.704099833650573,16.0382759551751,0.376922795452562,0.444403978806581,0.216188611292919,0.315923318013208
"75","G03",21950.9075,2.6969679375899e-06,"Dequalinium Chloride","H2O",1,"case",45397.5045,"SR1_results_MITACS DRUG RUN 2","S2L1",0.444,1.27824114790968e-05,32597.1275911737,0.701092983738243,0.749690067421009,15.0629545765865,2.06813793461614,4.73954892119318,0.436250576694425,0.336379249449916
"76","G04",36523.671,1.7934208956824e-05,"Hydroxyurea","H2O",1,"case",6411.725,"SR1_results_MITACS DRUG RUN 2","S2L1",0.058,2.45185463714594e-06,0,0.099018998085216,0.143801587926845,78.528669918621,0.175549850944611,0.136713843529352,0.0616139314189849,0.0645224904512089
"77","G05",16113.5945,5.9673988659038e-06,"Cycloheximide","DMSO",1,"case",54568.1815,"SR1_results_MITACS DRUG RUN 2","S2L1",0.377,2.44583509158573e-05,3266.49539180627,0.976256523107449,1.45875826518425,7.8721940065077,3.38646858092401,4.09866199083927,0.524376855308005,0.643640813575191
"78","G06",42368.3415,9.55208500805787e-06,"4-Aminopyridine","H2O",1,"case",6495.3295,"SR1_results_MITACS DRUG RUN 2","S2L1",0.063,9.63349220020013e-06,0,0.100310137961835,0.565005549139004,19.9866133160801,0.153306201518414,1.00852245264501,0.0624173348602302,0.253512952636846
"79","G07",12785.2585,8.64865504309378e-06,"Propiconazole","ETOH-2",2,"case",28268.6665,"SR1_results_MITACS DRUG RUN 2","S2L1",0.272,2.14012993165224e-05,33104.0672417497,0.499503185574134,0.915481369217404,8.99669130557074,2.21103597553385,2.47452340391492,0.271649778965435,0.563192087276904
"80","G08",41100.3785,2.09839726127819e-05,"Sodium metasilicate","H2O-2",2,"case",7382.4395,"SR1_results_MITACS DRUG RUN 2","S2L1",0.092,1.31679659739182e-05,93300.0570467511,0.0853186078623466,0.557409495776369,14.6219153261968,0.179619744864393,0.627524931380118,0.0709420820540191,0.346525420366269
"81","G09",33597.7735,4.96742356518411e-06,"Dequalinium Chloride","H2O-2",2,"case",44169.533,"SR1_results_MITACS DRUG RUN 2","S2L1",0.44,9.51220606842507e-06,26728.2209765363,0.510465824405331,0.40265854261955,20.2414542014598,1.31465655008359,1.91491745038507,0.424450296460093,0.250321212326976
"82","G10",85354.498,3.27953693447048e-05,"Hydroxyurea","H2O-2",2,"case",15469.2835,"SR1_results_MITACS DRUG RUN 2","S2L1",0.192,4.39964419745315e-06,53806.547012864,0.178777995112316,0.186240111688871,43.7628305489637,0.181235715310516,0.134154433548513,0.148653189690736,0.115780110459293
"83","G11",1198.5855,9.33387957270627e-06,"Cycloheximide","DMSO-2",2,"case",9929.165,"SR1_results_MITACS DRUG RUN 2","S2L1",0.149,1.3078019821895e-05,457.96881344693,0.0960900594220866,0.146291458488367,14.7224798640024,8.28406901301575,1.40113440719089,0.0954150234699376,0.344158416365658
"84","G12",46971.2955,2.46882101284442e-05,"4-Aminopyridine","H2O-2",2,"case",4142.9815,"SR1_results_MITACS DRUG RUN 2","S2L1",0.036,3.50645120982763e-06,0,0.0478802994564949,0.148430608395085,54.9104698645839,0.0882024107680828,0.142029381295152,0.0398122779768507,0.0922750318375692
"85","H01",112838.8695,3.76262002849986e-05,"Miconazole Nitrate","DMSO",1,"case",90594.793,"SR1_results_MITACS DRUG RUN 2","S2L1",0.78,4.5643739049561e-05,1686.93354243977,1.62079356860773,2.72230870435717,4.21834160605924,0.802868669293075,1.21308393363757,0.870577163371657,1.20115102762003
"86","H02",105784.4625,6.56044277113351e-05,"Guanidine hydrochloride","DMSO",1,"case",74728.7355,"SR1_results_MITACS DRUG RUN 2","S2L1",0.692,2.208680107451e-05,42304.3913109084,1.3369405666459,1.31731299995507,8.7174635584092,0.706424494996134,0.336666317275013,0.718111145459991,0.581231607223946
"87","H03",64743.1335,1.44517215001684e-05,"2-Deoxy-D-glucose","H2O",1,"case",49164.431,"SR1_results_MITACS DRUG RUN 2","S2L1",0.53,1.34328488415528e-05,34690.0064944082,0.759267232928694,0.787838301884448,14.333585210404,0.759376760780354,0.929498180642094,0.472449127167403,0.353496022146125
"88","H04",40280.769,9.2658171062105e-06,"5-Fluorouracil","DMSO",1,"case",66531.5845,"SR1_results_MITACS DRUG RUN 2","S2L1",0.645,1.79681842451367e-05,3011.95553469462,1.19028876490596,1.0716682154132,10.7156561209565,1.65169598673749,1.93919047172789,0.639340034792416,0.472846953819386
"89","H05",3576.646,1.70209101309063e-06,"Copper(II) sulfate","H2O",1,"case",1414.2515,"SR1_results_MITACS DRUG RUN 2","S2L1",0.018,7.51779467095711e-07,7272.29070282688,0.0218408878375966,0.0440919618566791,256.113517216294,0.395412769393448,0.441679946203725,0.0135903512596371,0.0197836701867292
"90","H06",91511.9875,3.49275107731478e-05,"Benzamidine","H2O",1,"case",59978.9435,"SR1_results_MITACS DRUG RUN 2","S2L1",0.527,2.19764097224654e-05,32409.4725933243,0.926280352257743,1.28891923980458,8.76125290347351,0.655421711827645,0.629200571011229,0.576371960960923,0.578326571643827
