"","sample","AVE_auc","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_rel_fit","AVE_rel_max_GR","AVE_con_rel_auc","AVE_con_rel_mu","AVE_BYmu","AVE_BYauc","AVE_BYrel_mu","AVE_BYrel_auc","control2","run","plate"
"33","Myclobutanil",73272.4,0.625,2.32447035237827e-05,36870.4341978651,8.6767126805158,0.706005382287048,0.649480550801856,0.718204420336272,0.387411725396378,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"34","Nystatin ",16355.936,0.129,5.96530432983998e-06,3499.9572426325,45.2399739249312,0.121709672267391,0.146374329612834,0.160318285383544,0.0994217388306663,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"35","Pentamidine Isethionate",103602.867,0.8265,3.49819576057137e-05,25736.2090862842,5.50608926746128,1.02856280445486,0.951544854992948,1.01549883774669,0.583032626761896,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"36","Poly-L-lysine hydrochloride",103915.50625,0.8195,3.57732764917826e-05,25813.5950437251,5.38665000923934,1.03768533715563,0.9729085077694,1.01856327799051,0.596221274863044,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"37","Propiconazole",12397.411,0.1265,5.99703040894117e-06,41051.9719283143,39.9081718507562,0.116795480227729,0.167219323688649,0.121517452423089,0.0999505068156861,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"38","Sodium Fluoride",62004.852,0.608,1.25564906396365e-05,31173.6526969357,15.616873779868,0.615632271154256,0.342504957944571,0.607761705481141,0.209274843993941,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"39","Sodium metasilicate",50393.45725,0.6405,2.39989379281347e-05,75729.1647441979,8.15154502969765,0.518138945045442,0.654515742950314,0.4939486594267,0.399982298802246,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"40","Sodium Orthovanadate",4971.86375,0.051,2.79516458150347e-06,51843.7650699923,90.1802478945276,0.0498956676931293,0.0753871016012416,0.0487334183479683,0.0465860763583913,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"41","Sodium Selenate",79038.31225,0.613,3.50233055009664e-05,19868.335900106,7.70030763612346,0.779118253212647,0.943751514210511,0.774720975890901,0.583721758349439,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"42","Tamoxifen",132997.132,1.0115,3.77468800947991e-05,24069.6977457952,5.11114644269268,1.3214859060497,1.02795369070767,1.30361675193452,0.629114668246652,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"43","Tartaric acid",118755.5725,0.9815,3.55529525816662e-05,24765.5873613169,5.41717551841454,1.18408359363238,0.967716922745885,1.16402324898686,0.592549209694436,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"44","Thialysine",62817.85825,0.593,1.54088822306086e-05,45413.8086006896,12.6815323777921,0.643571655594893,0.42020755046167,0.615730663540533,0.256814703843477,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"45","Thiourea",91236.705,0.6965,5.49431444781807e-05,20428.4633736932,4.00390930026387,0.931631640819193,1.48544953137143,0.894287683055508,0.915719074636345,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"46","Triclosan",133059.18425,0.9925,4.19929931413747e-05,20593.6870333491,4.6790762857523,1.28242121214263,1.09372119046036,1.30422497822766,0.699883219022912,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"47","Trifluoperazine",103438.238,0.843,3.59660245990114e-05,25434.9783599538,5.36003836521355,1.04783402674123,0.979283009009789,1.01388517045157,0.599433743316857,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
"48","Urea hydrogen peroxide",80634.3535,0.678,3.31543709599306e-05,23511.736618432,6.13493938529242,0.842603517888993,0.905936015700076,0.790365118580223,0.552572849332176,NA,NA,NA,NA,"case","SR1_results_MITACS DRUG RUN 2","S1L1"
