"","sample","AVE_auc","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_rel_fit","AVE_rel_max_GR","AVE_con_rel_auc","AVE_con_rel_mu","AVE_BYmu","AVE_BYauc","AVE_BYrel_mu","AVE_BYrel_auc","control2","run","plate"
"11","CCCP",42882.34075,0.422,7.70053980917381e-05,12303.1205521892,2.53291225938818,0.640221144644833,2.51557172851128,0.412080930179638,2.02645784451942,2.59283629625399e-05,47457.47825,9.32475537082403,1.25822933356521,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"12","Cetylpyridinium chloride",9037.99725,0.138,1.42094430573116e-05,105209.337425805,31.1564909520406,0.127154894078435,0.63028205700927,0.0868512830363864,0.373932712034515,5.84310014388151e-06,4080.268,2.04904204687033,2.29460333559192,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"13","Chlorpromazine hydrochloride ",72310.17875,0.6895,2.79399061616972e-05,28437.1545878623,6.89129561113879,0.997994326952751,1.41128305777692,0.69486985084311,0.735260688465716,3.7716667424351e-05,118222.5705,0.74082448542403,0.615241217423989,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"14","Cinnamic acid",52793.72825,0.473,1.84626821240411e-05,50123.9337404928,10.6409704331227,0.750074190610383,0.717028855214095,0.507325119487817,0.485860055895817,4.63897023613743e-05,82364.154,0.475634210961111,0.640398796531988,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"15","Compound 48/80*",5544.00025,0.0615,2.18133009668995e-06,78500.2091955436,156.092338136326,0.079783433079759,0.121869006925677,0.0532754681759332,0.0574034235971039,4.7004102262916e-06,4665.29525,0.768267839860792,1.21559820128384,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"16","Copper(II) sulfate",1195.20525,0.018,3.51018045403473e-06,3396.85676369638,143.41437063743,0.0165611624734373,0.154722767425479,0.0114854106040279,0.0923731698430193,1.64038968227503e-06,2817.71,2.20621645199294,0.434779273707369,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"17","Cycloheximide",32248.67325,0.263,1.87681853688761e-05,1862.2321026266,11.2973369352551,0.536173291264768,0.80252486183631,0.309895939388971,0.493899614970424,7.65063921930503e-06,8656.09,2.74989819901508,5.83526879696988,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"18","Dequalinium Chloride",44783.51875,0.442,1.11473087737609e-05,29662.674283855,17.6522043890232,0.605779404071787,0.576174305020279,0.430350436577259,0.293350230888446,3.83219575138701e-06,27774.3405,3.32723318578912,1.69139724234987,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"19","Diamide",4764.52325,0.0515,6.55147357481716e-07,0,295.689338590522,0.06354775040512,0.0334957495180662,0.0457850280181479,0.0172407199337294,3.16784867082559e-05,65308.021,0.0207955242411871,0.074690958311632,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"20","DMSO control",79613.59775,0.711,5.30817854655037e-05,32758.2100174211,6.81870056199879,1,1,0.765052579732779,1.39688909119747,3.84078528875189e-05,111133.25375,1.27223266779362,0.708201330843947,"DMSO","SR1_results_MITACS DRUG RUN 2","S2L1"
"21","DTT",11658.02975,0.1325,4.51822464329657e-06,46600.9954134732,47.9694163554988,0.153271029155213,0.215808935606814,0.11202867332847,0.118900648507804,3.93734006787458e-06,5419.9335,1.86562546333208,2.15479921434446,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"22","EDTA",84386.7435,0.8155,2.47582790990545e-05,32669.0085816432,7.78148320795249,1.19241449208413,0.891468486519039,0.810920466283328,0.651533660501435,3.88295920765401e-05,126814.255,0.639162187904592,0.666864102981301,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"23","ETOH control ",70005.86775,0.68,3.30594162557942e-05,34029.5473023455,6.37052737410681,1,1,0.672726408957812,0.869984638310373,3.58139203797308e-05,106932.6605,0.923944750561987,0.674663019105584,"ETOH","SR1_results_MITACS DRUG RUN 2","S2L1"
"24","Fluconazole",68137.263,0.575,2.75567233046455e-05,36006.8487771924,7.11727592313621,0.919904656680174,1.06620464564821,0.654769917543148,0.725176929069619,3.95329549907668e-05,118528.18925,0.739467743099513,0.575230407517292,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"25","Guanidine hydrochloride",78649.72175,0.7465,2.48419649759807e-05,37296.2859883476,7.84715414994969,1.06801164648107,0.81300801070146,0.755790144154147,0.653735920420544,5.11498102191831e-05,101511.976,0.544365096700093,0.777786195924647,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"26","H2O control ",75640.18375,0.734,2.03368830741857e-05,84659.4232520455,9.72147094067046,1,1,0.726869772813388,0.535181133531203,3.67624635810847e-05,103372.7885,0.551755632531565,0.735279498602857,"H2O","SR1_results_MITACS DRUG RUN 2","S2L1"
"27","Hydroxyurea",10940.50425,0.125,3.42574941729954e-06,26903.273506432,61.1457502337924,0.138898496598766,0.165020849807858,0.105133560554861,0.0901513004552511,2.53647891507644e-05,60939.0845,0.135434138538933,0.178392783127563,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"28","Hygromycin B",13012.9,0.2065,4.38289618086145e-06,113664.112976332,53.7078229346815,0.17512394935623,0.236553657697752,0.125048396205718,0.115339373180564,3.37226787024705e-05,90903.12425,0.12529003453679,0.148542026500802,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"29","Menadione ",5695.09575,0.0495,3.71746583132553e-06,46460.8776240178,111.914319566985,0.0829146383362433,0.0965954137635537,0.0547274312240547,0.097828048192777,3.83842742415145e-06,7869.17925,1.11398681011423,0.728911524695762,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"30","methylmethane sulfonate",81010.15225,0.7865,2.97008989017572e-05,31442.7164320814,6.55842504302069,1.10328312055691,1.52565893391845,0.778472870401183,0.781602602677821,3.68215777324413e-05,102933.6495,0.80514267565047,0.786359341827859,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"31","Miconazole Nitrate",74968.3085,0.665,3.50364156317082e-05,27922.508388708,6.049982066161,1.09753872395211,1.49778694557505,0.720413339392489,0.922010937676533,3.6104437365537e-05,103154.18275,0.959740390670409,0.718873855236228,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"32","Miltefosine",71713.9625,0.634,4.76964430388301e-05,3933.19290474311,7.42974536735157,1.02530390899462,2.47006154827637,0.689140468011129,1.25516955365342,3.19927070430376e-05,79951.5085,1.48098684527438,0.89749469052125,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"33","Myclobutanil",53438.3175,0.581,2.4767852175955e-05,29859.5191200514,7.80578669010226,0.750048557281321,0.8348430697644,0.513519346133988,0.651785583577763,2.32447035237827e-05,73272.4,1.13135527901284,0.716470760481791,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"34","Nystatin ",33417.90375,0.313,1.30610054332443e-05,4498.59346644357,15.3053102108564,0.430517560289594,0.40181921908404,0.321131743769226,0.343710669295903,5.96530432983998e-06,16355.936,2.75360247801936,7.71852293899989,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"35","Pentamidine Isethionate",73002.02025,0.727,2.86575365597018e-05,31918.5920492313,6.98049764666479,0.99405907529733,1.40164480801684,0.701518151375932,0.754145698939521,3.49819576057137e-05,103602.867,0.816431575596387,0.705957453437205,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"36","Poly-L-lysine hydrochloride",25490.92975,0.549,1.47860567564589e-05,77180.8240888192,14.8500089072863,0.350960983485429,0.704221401724486,0.244956918367937,0.389106756748919,3.57732764917826e-05,103915.50625,0.409518341870329,0.244956628433502,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"37","Propiconazole",27116.7265,0.2655,1.80096793026794e-05,30210.9362690049,11.0840654013676,0.405381874868478,0.628745208234732,0.260580128885498,0.47393892901788,5.99703040894117e-06,12397.411,3.42205784821276,2.18652257631838,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"38","Sodium Fluoride",138801.0025,1.433,8.27586709454796e-05,153160.310206433,2.41066285344314,1.89007263050843,4.30467164455248,1.33381819228388,2.17785976172315,1.25564906396365e-05,62004.852,6.54373022549798,2.24264917693635,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"39","Sodium metasilicate",14939.82775,0.152,1.25865260292101e-05,124304.203449276,15.330095640686,0.216376344823187,0.630754664713471,0.143565346673469,0.331224369189739,2.39989379281347e-05,50393.45725,0.53596445509335,0.278271270158478,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"40","Sodium Orthovanadate",7188.2905,0.071,4.25482845577422e-06,58902.020690845,76.6733006928959,0.0968990685612799,0.237053217896835,0.0690763933086246,0.111969169888795,2.79516458150347e-06,4971.86375,2.61278399175981,1.44874907596772,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"41","Sodium Selenate",61164.47475,0.5565,2.57729994068527e-05,31884.5974926699,7.4778100021956,0.835936975249963,1.30780017513866,0.587764408567856,0.678236826496123,3.50233055009664e-05,79038.31225,1.04780929458765,0.781299941847524,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"42","Tamoxifen",85690.42675,0.8355,2.39523478550026e-05,39431.3394170423,9.04284066560846,1.1577607202796,1.14422970414061,0.823448304011487,0.630324943552701,3.77468800947991e-05,132997.132,0.645347906173933,0.644572411103583,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"43","Tartaric acid",87815.59525,0.825,2.8396639015972e-05,32524.5754004597,6.9067977571214,1.19401751214275,1.4651023085266,0.843870263189834,0.747279974104525,3.55529525816662e-05,118755.5725,0.797107048555019,0.739382392526967,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"44","Thialysine",57880.31225,0.57,2.05237636227594e-05,40577.6997808392,9.45902969051889,0.790097195953053,1.02107868259094,0.556205013390458,0.540099042704194,1.54088822306086e-05,62817.85825,1.3666170174917,0.934577956979092,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"45","Thiourea",68471.96975,0.6515,2.9218240487227e-05,31438.5071111471,7.45900682598818,0.944109822112769,1.55662969300629,0.657986306071971,0.768901065453341,5.49431444781807e-05,91236.705,0.680861079680424,0.749915463875655,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"46","Triclosan",75769.43775,0.728,4.95029876311576e-05,28622.6105096078,6.53293270661866,1.00242494524418,0.990183059261699,0.728111848400165,1.30271020081994,4.19929931413747e-05,133059.18425,1.09454188413435,0.569667800602569,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"47","Trifluoperazine",74796.72575,0.722,2.5065600861078e-05,59051.780161425,7.89219106788779,1.01865000734415,1.23215343703542,0.718764502645563,0.659621075291527,3.59660245990114e-05,103438.238,0.701796712753899,0.725509523348746,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
"48","Urea hydrogen peroxide",65711.66425,0.583,2.6636076680754e-05,31377.0179584565,7.2790403922368,0.899639228273124,1.36296368999187,0.631460952322014,0.700949386335633,3.31543709599306e-05,80634.3535,0.83237834953325,0.861132452285665,"case","SR1_results_MITACS DRUG RUN 2","S2L1"
