"","well","BYauc","BYmu","sample","solvent","control","control2","auc","run","plate","A","mu","lambda","rel_fitness","rel_max_GR","DT","BYrel_auc","BYrel_mu","con_rel_auc","con_rel_mu"
"16","B04",119035.6675,3.61575722499745e-05,"Tartaric acid","H2O",1,"case",102918.602,"SR1_results_MITACS DRUG RUN 2","S1L2",0.854,2.20232389196387e-05,18722.6188714417,0.764669793385377,0.291991410927032,8.74262338030489,0.864603056894691,0.609090642684236,0.984576436963484,0.489405309325304
"17","B05",121642.8255,2.97748645070062e-05,"6-Azauracil","DMSO",1,"case",99165.426,"SR1_results_MITACS DRUG RUN 2","S1L2",0.951,1.79632540596113e-05,38694.3500305447,1.55221831573117,1.08804871742619,10.7185971344571,0.815218041774276,0.603302629820009,0.948671473413971,0.399183423546917
"18","B06",4386.552,1.05670782422056e-06,"DTT","H2O",1,"case",102750.6985,"SR1_results_MITACS DRUG RUN 2","S1L2",0.841,2.17919508496074e-05,12451.2612059824,0.763422295536021,0.288924916931964,8.83541289247826,23.4240238118686,20.6224940803115,0.982970178944319,0.48426557443572
"19","B07",139616.865,4.39418744635745e-05,"DMSO control","DMSO-2",2,"DMSO",102557.1965,"SR1_results_MITACS DRUG RUN 2","S1L2",0.961,1.89354104965232e-05,36153.9015116061,1,1,10.1682973033105,0.734561662733224,0.430919498261724,0.981119031474348,0.420786899922738
"20","B08",4877.191,6.86683402616859e-06,"Compound 48/80*","H2O-2",2,"case",36899.636,"SR1_results_MITACS DRUG RUN 2","S1L2",0.289,1.83639833438486e-05,12704.9215868494,0.273280325117034,0.439164879095144,10.484701487892,7.56575578032519,2.67430132632679,0.35300238666407,0.408088518752191
"21","B09",129410.5215,4.03249516144402e-05,"EDTA","DMSO-2",2,"case",106658.8995,"SR1_results_MITACS DRUG RUN 2","S1L2",0.854,1.9475077351315e-05,12721.4473737553,1.03999429723101,1.02850040430287,9.88652727871568,0.824190322886536,0.482953520627191,1.02035819763813,0.432779496695889
"22","B10",118475.4775,3.49483329133578e-05,"Tartaric acid","H2O-2",2,"case",100100.3045,"SR1_results_MITACS DRUG RUN 2","S1L2",0.806,2.4397045504004e-05,16466.4287880889,0.741347252262165,0.583442346817073,7.89197542207617,0.84490315305967,0.698088963627765,0.957615039733729,0.542156566755645
"23","B11",76564.2235,2.3581733614937e-05,"6-Azauracil","DMSO-2",2,"case",108248.892,"SR1_results_MITACS DRUG RUN 2","S1L2",0.828,8.46578830872399e-05,14097.5009875775,1.05549776801865,4.47087656762362,2.27434087018761,1.4138312523995,3.58997707588455,1.03556894788179,1.88128629082755
"24","B12",6453.315,6.8179723115286e-06,"DTT","H2O-2",2,"case",52621.113,"SR1_results_MITACS DRUG RUN 2","S1L2",0.453,1.08286675722816e-05,14617.9908217357,0.389714274380922,0.258961816513275,17.7806625056739,8.15412125396017,1.58825338055,0.503402756545341,0.240637057161813
"25","C01",95953.3965,3.57016864811269e-05,"ETOH control ","ETOH",1,"ETOH",129602.0255,"SR1_results_MITACS DRUG RUN 2","S1L2",0.92,4.39929123360717e-05,21537.1257848661,1,1,4.37663417275062,1.35067678922653,1.23223625190165,1.23984486779213,0.977620274134926
"26","C02",108818.191,3.55201615339774e-05,"Caffeine","H2O",1,"case",133377.595,"SR1_results_MITACS DRUG RUN 2","S1L2",1.002,4.17626790525362e-05,19899.7051803084,0.990975547946993,0.553703459565562,4.61035756941414,1.22569208120727,1.17574575252388,1.27596405998459,0.928059534500804
"27","C03",114500.17,3.74823059826145e-05,"Chlorpromazine hydrochloride ","H2O",1,"case",127714.2885,"SR1_results_MITACS DRUG RUN 2","S1L2",0.944,3.98994997300774e-05,18182.8294126817,0.94889802914011,0.529000809734629,4.82564655675947,1.11540697712501,1.06448892841823,1.22178572849888,0.886655549557276
"28","C04",5172.248,1.43682699337203e-06,"Sodium Orthovanadate","H2O",1,"case",110550.6815,"SR1_results_MITACS DRUG RUN 2","S1L2",0.938,3.02399881842421e-05,20261.3931428944,0.821375000616678,0.400931799748123,6.36709519579792,21.373816858743,21.0463669764953,1.05758914307012,0.671999737427602
"29","C05",122046.4155,3.78628171255192e-05,"Blasticidin hydrochloride","H2O",1,"case",127340.868,"SR1_results_MITACS DRUG RUN 2","S1L2",0.943,3.74241022676553e-05,17335.5090691386,0.94612357077173,0.496181168613936,5.14483639745934,1.04338064725875,0.988413042367938,1.21821338085487,0.831646717059008
"30","C06",72949.265,3.02560538879282e-05,"Diamide","H2O",1,"case",48115.49,"SR1_results_MITACS DRUG RUN 2","S1L2",0.416,1.57310800422242e-05,13187.9257137289,0.357490881939265,0.208567880214891,12.23952093385,0.659574705790387,0.519931650720014,0.460299467602097,0.349579556493871
"31","C07",117911.9245,3.59261542783346e-05,"ETOH control ","ETOH-2",2,"ETOH",139646.944,"SR1_results_MITACS DRUG RUN 2","S1L2",1.098,7.47637662092989e-05,30206.4248676455,1,1,2.5753234922631,1.18433266687968,2.08104005872918,1.33594013020464,1.66141702687331
"32","C08",114472.6575,3.58797572584887e-05,"Caffeine","H2O-2",2,"case",132702.2475,"SR1_results_MITACS DRUG RUN 2","S1L2",1.075,4.07950950574035e-05,20857.4379227117,0.982798674235189,0.975592966575022,4.71970670047333,1.15924842139705,1.13699473392485,1.26950331117592,0.906557667942301
"33","C09",121944.971,3.79510288660876e-05,"Chlorpromazine hydrochloride ","H2O-2",2,"case",128934.384,"SR1_results_MITACS DRUG RUN 2","S1L2",0.953,3.85830850404135e-05,17452.6599364564,0.954893711642155,0.922693925365965,4.99029259291212,1.05731612335207,1.0166545201332,1.23345783885406,0.857401889786966
"34","C10",4771.4795,4.15350216963492e-06,"Sodium Orthovanadate","H2O-2",2,"case",107757.565,"SR1_results_MITACS DRUG RUN 2","S1L2",0.934,2.77339611729437e-05,22690.2784454167,0.798057259887872,0.66324290745042,6.94242276781977,22.5836797580289,6.67724730606832,1.03086864125458,0.616310248287637
"35","C11",99634.836,3.49818837414825e-05,"Blasticidin hydrochloride","H2O-2",2,"case",128337.668,"SR1_results_MITACS DRUG RUN 2","S1L2",0.956,3.71687939133677e-05,17336.9310183745,0.950474406734037,0.888871906461636,5.18017571239046,1.28808028549372,1.06251550625594,1.22774932259226,0.825973198074837
"36","C12",57666.777,3.31009195285836e-05,"Diamide","H2O-2",2,"case",51210.5345,"SR1_results_MITACS DRUG RUN 2","S1L2",0.47,1.23565212171005e-05,13426.9602082016,0.379267468047031,0.295499622534905,15.5821270490283,0.888042251780432,0.37329842775003,0.489908380148863,0.274589360380012
"37","D01",1847.7365,2.7720960266194e-06,"Nystatin ","DMSO",1,"case",36093.654,"SR1_results_MITACS DRUG RUN 2","S1L2",0.356,4.66247136741113e-06,8388.60119032384,0.56496737905874,0.282409633272079,41.2958854470742,19.5339833358274,1.68192996297356,0.345291915763807,0.103610474831359
"38","D02",133442.649,3.60408777651901e-05,"Triclosan","DMSO",1,"case",156740.64,"SR1_results_MITACS DRUG RUN 2","S1L2",1.111,0.000103487640869571,10000.9768156899,2.45343263313794,6.26832947660457,1.8605205594699,1.17459179036531,2.87139623912055,1.49946790822689,2.29972535265712
"39","D03",7479.607,3.21205547930441e-06,"Menadione ","ETOH",1,"case",41374.2975,"SR1_results_MITACS DRUG RUN 2","S1L2",0.34,1.98124980772427e-05,12341.520044291,0.319241133310837,0.45035659212308,9.71815279114314,5.53161382676924,6.16816807956667,0.395809480723584,0.440277735049837
"40","D04",113323.5005,3.72307744941966e-05,"Trifluoperazine","H2O",1,"case",135190.6665,"SR1_results_MITACS DRUG RUN 2","S1L2",0.981,5.31587339415643e-05,21220.7871058278,1.00444639755393,0.704796137540461,3.62199904347849,1.19296232382091,1.42781703211279,1.29330890768696,1.18130519870143
"41","D05",94170.182,3.53092714428752e-05,"3-Amino-1,2,4- triazole","H2O",1,"case",145838.3535,"SR1_results_MITACS DRUG RUN 2","S1L2",1.086,5.21804274066024e-05,23055.1612507524,1.08355711670577,0.691825424808105,3.68990621691442,1.5486680645897,1.47781093390788,1.39517058793367,1.15956505348005
"42","D06",73985.0935,1.62910253176047e-05,"Sodium Selenate","H2O",1,"case",124268.152,"SR1_results_MITACS DRUG RUN 2","S1L2",0.887,5.22372704684148e-05,20803.4531931075,0.923293751252301,0.692579068987355,3.68589096946199,1.67963769620701,3.20650600253903,1.18881807512501,1.16082823263144
"43","D07",30864.1355,9.15851263306055e-06,"Nystatin ","DMSO-2",2,"case",47962.836,"SR1_results_MITACS DRUG RUN 2","S1L2",0.43,1.38865162507683e-05,11476.3480015502,0.467669141092405,0.733362303041599,13.8653122217187,1.55399900962721,1.5162414255608,0.45883909475902,0.308589250017074
"44","D08",132675.7195,4.79451085175593e-05,"Triclosan","DMSO-2",2,"case",159767.492,"SR1_results_MITACS DRUG RUN 2","S1L2",1.188,5.96600422007235e-05,21088.5279073609,1.55783794265476,3.15071290435863,3.22730049102343,1.20419540668102,1.24434053953332,1.52842445349143,1.32577871557163
"45","D09",8258.7515,4.4647993689985e-06,"Menadione ","ETOH-2",2,"case",54787.777,"SR1_results_MITACS DRUG RUN 2","S1L2",0.489,1.30591377788051e-05,14450.6529435187,0.392330654940791,0.174672016150798,14.743766912496,6.63390550012311,2.92491032620227,0.524130266244871,0.290203061751225
"46","D10",93552.9755,3.47012747038263e-05,"Trifluoperazine","H2O-2",2,"case",134194.754,"SR1_results_MITACS DRUG RUN 2","S1L2",0.976,4.02025583448146e-05,18479.8776572311,0.993852242935956,0.961422766740316,4.7892694250317,1.43442528987226,1.15853260976554,1.28378145626688,0.893390185440325
"47","D11",74046.2525,2.91655982576608e-05,"3-Amino-1,2,4- triazole","H2O-2",2,"case",138290.0165,"SR1_results_MITACS DRUG RUN 2","S1L2",1.086,5.02319770207588e-05,21839.9218330394,1.02418193690474,1.20127097166101,3.83303415291229,1.86761668323458,1.72230230208169,1.32295900903504,1.11626615601686
"48","D12",84091.531,5.3755585684328e-05,"Sodium Selenate","H2O-2",2,"case",125236.04,"SR1_results_MITACS DRUG RUN 2","S1L2",0.919,4.47266505203117e-05,18908.0700896786,0.927503613519923,1.06961402111395,4.3048357354959,1.48928243439877,0.832037265540414,1.19807742863255,0.993925567118037
"49","E01",87168.347,2.81948418498072e-05,"Myclobutanil","ETOH",1,"case",123377.3335,"SR1_results_MITACS DRUG RUN 2","S1L2",1.115,2.25575617644871e-05,34994.1669170088,0.951970719778604,0.512754454448591,8.5355361319234,1.41539145511157,0.800059879202387,1.18029601120588,0.501279150321936
"50","E02",90297.1105,3.23106734542584e-05,"Miltefosine","DMSO",1,"case",129965.5755,"SR1_results_MITACS DRUG RUN 2","S1L2",1.146,3.6601431873193e-05,35152.2988623264,2.03432743490298,2.21697810838909,5.26047407532958,1.4393104583341,1.13279693550829,1.24332278875784,0.813365152737623
"51","E03",105078.456,3.47514035964081e-05,"Poly-L-lysine hydrochloride","H2O",1,"case",134251.7835,"SR1_results_MITACS DRUG RUN 2","S1L2",1.012,4.04827443665031e-05,19532.0513734617,0.997470637529291,0.536733660698421,4.75612230598154,1.27763376633551,1.16492400815394,1.28432703209885,0.899616541477846
"52","E04",101250.943,3.4301411180896e-05,"Pentamidine Isethionate","H2O",1,"case",131553.0455,"SR1_results_MITACS DRUG RUN 2","S1L2",0.98,4.01388904391594e-05,19260.5887423868,0.977419418519716,0.53217473120743,4.7968661161852,1.29927723734879,1.17018189798309,1.25850940736724,0.89197534309243
"53","E05",73048.4085,1.72754358287823e-05,"Thialysine","H2O",1,"case",114143.2245,"SR1_results_MITACS DRUG RUN 2","S1L2",0.933,2.44055152301951e-05,36650.060600743,0.848067056864566,0.323576420910153,7.8892365792244,1.56256962805699,1.41272935004821,1.09195740223651,0.542344782893226
"54","E06",103422.53,4.08149858150756e-05,"Urea hydrogen peroxide","H2O",1,"case",137658.7065,"SR1_results_MITACS DRUG RUN 2","S1L2",1.015,4.57645458162238e-05,19803.83772685,1.02278356498715,0.606761537304943,4.20720625660873,1.33103209233037,1.12126820338916,1.31691954737951,1.0169899070272
"55","E07",59376.453,1.82945651977582e-05,"Myclobutanil","ETOH-2",2,"case",84946.4085,"SR1_results_MITACS DRUG RUN 2","S1L2",0.974,1.82421909581574e-05,13805.8473000469,0.608294074090157,0.2439977529635,10.5547016764878,1.43064134363162,0.997137169479862,0.812644464542713,0.405382021292386
"56","E08",69605.9065,3.16747406318168e-05,"Miltefosine","DMSO-2",2,"case",144909.5405,"SR1_results_MITACS DRUG RUN 2","S1L2",1.083,5.46192959474495e-05,22297.4654702698,1.41296316051307,2.88450551190735,3.52514400174843,2.08185695419397,1.72438021142264,1.38628504755152,1.21376213216554
"57","E09",102752.5565,3.67951493871571e-05,"Poly-L-lysine hydrochloride","H2O-2",2,"case",141071.947,"SR1_results_MITACS DRUG RUN 2","S1L2",1.038,4.30326929578646e-05,19301.636132174,1.04478503639041,1.02910392838651,4.47429315375173,1.37292882829635,1.16952081115574,1.34957249936956,0.956282065730323
"58","E10",105954.791,3.56625040305314e-05,"Pentamidine Isethionate","H2O-2",2,"case",133274.482,"SR1_results_MITACS DRUG RUN 2","S1L2",0.998,3.71846950309285e-05,17638.032425508,0.9870366680789,0.88925217321751,5.17796053803123,1.2578429039608,1.04268323388324,1.27497762382853,0.826326556242855
"59","E11",52587.308,1.35423286324349e-05,"Thialysine","H2O-2",2,"case",100989.6975,"SR1_results_MITACS DRUG RUN 2","S1L2",0.94,2.34732835853714e-05,38737.6186285797,0.74793413588879,0.561351072624925,8.20255431195257,1.92041960961379,1.73332697961199,0.966123466529112,0.521628524119364
"60","E12",57846.177,2.54937561047855e-05,"Urea hydrogen peroxide","H2O-2",2,"case",133196.299,"SR1_results_MITACS DRUG RUN 2","S1L2",1.045,3.90383399212464e-05,17989.4505554504,0.986457641346533,0.933581103324848,4.93209710959263,2.30259467276463,1.53129024066871,1.27422968188144,0.867518664916586
"61","F01",109371.441,3.22558901419548e-05,"Fluconazole","DMSO",1,"case",110351.1105,"SR1_results_MITACS DRUG RUN 2","S1L2",0.918,1.5738828158201e-05,17303.6344552229,1.7273057938497,0.953313455039581,12.2334955025572,1.00895726975015,0.487936562560701,1.0556799361796,0.349751736848912
"62","F02",90069.0735,6.80735937509071e-05,"Cinnamic acid","DMSO",1,"case",74043.8765,"SR1_results_MITACS DRUG RUN 2","S1L2",0.667,1.38045894158274e-05,13558.1877680333,1.15899528602879,0.836155061807945,13.9475994315427,0.822078807105749,0.202789197031976,0.708344795660305,0.306768653685053
"63","F03",26571.9055,4.05046388860356e-06,"CCCP","DMSO",1,"case",63840.1965,"SR1_results_MITACS DRUG RUN 2","S1L2",0.806,1.30227148721757e-05,13337.7320777963,0.999278945135341,0.788796293091251,14.785003386679,2.4025449172247,3.21511689286173,0.610730732671812,0.289393663826127
"64","F04",107141.971,3.76007430229066e-05,"methylmethane sulfonate","H2O",1,"case",111579.768,"SR1_results_MITACS DRUG RUN 2","S1L2",0.854,2.51608950515117e-05,23713.5154111498,0.829020959131841,0.33359149728547,7.65238609734217,1.04141978123587,0.669159517304846,1.06743395537623,0.559131001144705
"65","F05",107289.309,3.75485199182203e-05,"Hygromycin B","H2O",1,"case",70755.204,"SR1_results_MITACS DRUG RUN 2","S1L2",0.768,1.92680993772e-05,12693.2760055775,0.52570056503119,0.255462856465402,9.9927283807093,0.659480470696293,0.513152034199096,0.676883530257673,0.42817998616
"66","F06",104286.0175,3.55361627806123e-05,"Thiourea","H2O",1,"case",113738.507,"SR1_results_MITACS DRUG RUN 2","S1L2",0.848,2.47222974033559e-05,22990.5834818946,0.845060066475167,0.327776424099295,7.78814688406498,1.09064004673493,0.695694061173194,1.08808565012967,0.549384386741242
"67","F07",127684.9375,4.68100198395788e-05,"Fluconazole","DMSO-2",2,"case",122431.8175,"SR1_results_MITACS DRUG RUN 2","S1L2",0.977,1.73394670748083e-05,15029.9545756478,1.19379060347072,0.915716460331929,11.1041984542078,0.958858733826768,0.370422126165121,1.17125068066037,0.385321490551295
"68","F08",74659.2345,2.47058109718415e-05,"Cinnamic acid","DMSO-2",2,"case",80094.5585,"SR1_results_MITACS DRUG RUN 2","S1L2",0.644,1.53243422843574e-05,7619.99101012191,0.780974531611733,0.809295488321796,12.564381551658,1.07280176439527,0.620272789337835,0.766228976061036,0.340540939652387
"69","F09",68343.051,4.78062620364763e-05,"CCCP","DMSO-2",2,"case",89064.9805,"SR1_results_MITACS DRUG RUN 2","S1L2",0.759,2.86661536877184e-05,24068.5469256036,0.868442035659584,1.51389132509073,6.71666263937477,1.30320463012399,0.599631773466123,0.852045008917942,0.637025637504854
"70","F10",98725.328,3.6042412441976e-05,"methylmethane sulfonate","H2O-2",2,"case",112756.697,"SR1_results_MITACS DRUG RUN 2","S1L2",0.848,2.3569091177148e-05,21968.9386863412,0.835081051078196,0.563642260145145,8.16921119451381,1.14212532168037,0.653926570955576,1.07869311104742,0.523757581714399
"71","F11",74516.9395,2.98968374867208e-05,"Hygromycin B","H2O-2",2,"case",69582.27,"SR1_results_MITACS DRUG RUN 2","S1L2",0.786,1.90935166464369e-05,13273.3581043466,0.515329348180595,0.456611279401013,10.0840975004363,0.933777882812807,0.638646701508734,0.665662592972562,0.424300369920821
"72","F12",78187.3925,7.43501261757491e-05,"Thiourea","H2O-2",2,"case",114463.139,"SR1_results_MITACS DRUG RUN 2","S1L2",0.856,2.47576035800102e-05,22929.6905972173,0.84771903548957,0.592064901133921,7.77704040969196,1.46395902638651,0.332986705651152,1.09501788180407,0.550168968444671
"73","G01",12009.5635,3.34540577478856e-06,"Propiconazole","ETOH",1,"case",62422.1905,"SR1_results_MITACS DRUG RUN 2","S1L2",0.486,1.87934896799922e-05,11814.6497885598,0.48164517691122,0.427193579193497,10.2450841630469,5.19770685254298,5.61770109372758,0.597165300690208,0.417633103999827
"74","G02",59686.536,2.70139032434876e-05,"Sodium metasilicate","H2O",1,"case",173417.0235,"SR1_results_MITACS DRUG RUN 2","S1L2",1.518,4.44281754948829e-05,13666.4293784372,1.28846250291324,0.589043496054372,4.33375625589329,2.90546302603321,1.64464109812023,1.6590034433857,0.987292788775176
"75","G03",21950.9075,2.6969679375899e-06,"Dequalinium Chloride","H2O",1,"case",134524.1475,"SR1_results_MITACS DRUG RUN 2","S1L2",0.969,4.40818607660441e-05,19459.5113569465,0.999494261243161,0.584451940440439,4.36780299522171,6.12840938353004,16.3449702725933,1.28693261720656,0.979596905912092
"76","G04",36523.671,1.7934208956824e-05,"Hydroxyurea","H2O",1,"case",51610.3065,"SR1_results_MITACS DRUG RUN 2","S1L2",0.632,1.93281834383481e-05,137245.785517317,0.383456844933737,0.256259470889505,9.9616647422159,1.41306459857225,1.07772712389379,0.493732820859375,0.429515187518847
"77","G05",16113.5945,5.9673988659038e-06,"Cycloheximide","DMSO",1,"case",45130.4355,"SR1_results_MITACS DRUG RUN 2","S1L2",0.409,1.06687187303845e-05,13940.298321799,0.706418470687798,0.64621285723923,18.047235882273,2.80076773062646,1.78783402452664,0.431742780408155,0.237082638452989
"78","G06",42368.3415,9.55208500805787e-06,"4-Aminopyridine","H2O",1,"case",197170.5985,"SR1_results_MITACS DRUG RUN 2","S1L2",1.646,5.10993901551585e-05,17443.6031884675,1.46494800635425,0.677492674141158,3.76796832416671,4.65372472745953,5.34955353852615,1.88624331823986,1.13554200344797
"79","G07",12785.2585,8.64865504309378e-06,"Propiconazole","ETOH-2",2,"case",56645.4545,"SR1_results_MITACS DRUG RUN 2","S1L2",0.44,1.96596758732279e-05,13669.5556871909,0.405633326999265,0.262957270212836,9.79369572166096,4.43052868270125,2.27314834217221,0.541901839686737,0.436881686071732
"80","G08",41100.3785,2.09839726127819e-05,"Sodium metasilicate","H2O-2",2,"case",142651.1945,"SR1_results_MITACS DRUG RUN 2","S1L2",1.068,3.80762819851316e-05,12434.3408347134,1.05648101274748,0.910574000275068,5.0567144020012,3.47080001951807,1.81454115899571,1.36468045698284,0.846139599669591
"81","G09",33597.7735,4.96742356518411e-06,"Dequalinium Chloride","H2O-2",2,"case",136033.898,"SR1_results_MITACS DRUG RUN 2","S1L2",0.976,4.62136647554788e-05,19882.8767701446,1.00747302418857,1.10517517440908,4.16631930204252,4.04889621629243,9.30334692603689,1.30137572796698,1.02697032789953
"82","G10",85354.498,3.27953693447048e-05,"Hydroxyurea","H2O-2",2,"case",131700.31,"SR1_results_MITACS DRUG RUN 2","S1L2",0.949,3.77778612856059e-05,19659.6811719848,0.97537828109779,0.903437428215901,5.09665917912181,1.54298031253139,1.15192669088527,1.2599182212637,0.839508028569019
"83","G11",1198.5855,9.33387957270627e-06,"Cycloheximide","DMSO-2",2,"case",45105.979,"SR1_results_MITACS DRUG RUN 2","S1L2",0.388,1.27039438830169e-05,13490.7429641793,0.439812909667436,0.670909346557316,15.1559929154181,37.6326753494014,1.3610571878563,0.43150881596283,0.282309864067043
"84","G12",46971.2955,2.46882101284442e-05,"4-Aminopyridine","H2O-2",2,"case",187771.9945,"SR1_results_MITACS DRUG RUN 2","S1L2",1.476,4.98909087195829e-05,16056.9620512384,1.39064763958197,1.19311450492694,3.85923785375548,3.99759028362332,2.02083943955507,1.79633105885306,1.10868686043518
"85","H01",112838.8695,3.76262002849986e-05,"Miconazole Nitrate","DMSO",1,"case",15095.7405,"SR1_results_MITACS DRUG RUN 2","S1L2",0.154,9.14059028262989e-06,13636.6980035397,0.236290871110913,0.553652890535855,21.0643817888615,0.133781387272761,0.242931526792361,0.144414227418435,0.203124228502886
"86","H02",105784.4625,6.56044277113351e-05,"Guanidine hydrochloride","DMSO",1,"case",42956.77,"SR1_results_MITACS DRUG RUN 2","S1L2",0.337,1.95012574264873e-05,13320.6342365082,0.672394481304917,1.18120681590731,9.87325479983447,0.40607825558503,0.297255202229558,0.410948290475806,0.433361276144163
"87","H03",64743.1335,1.44517215001684e-05,"2-Deoxy-D-glucose","H2O",1,"case",41680.62,"SR1_results_MITACS DRUG RUN 2","S1L2",0.325,1.65395760635928e-05,14648.8114456389,0.309680761924597,0.219287188799324,11.6412224079128,0.643784409971445,1.14447099353527,0.398739931679493,0.367546134746506
"88","H04",40280.769,9.2658171062105e-06,"5-Fluorouracil","DMSO",1,"case",48840.1265,"SR1_results_MITACS DRUG RUN 2","S1L2",0.361,1.69405329885224e-05,7323.77852490612,0.764485586901297,1.02610168121603,11.3656921904006,1.21249240549504,1.82828268617215,0.467231742325997,0.376456288633832
"89","H05",3576.646,1.70209101309063e-06,"Copper(II) sulfate","H2O",1,"case",25206.1225,"SR1_results_MITACS DRUG RUN 2","S1L2",0.323,4.69595978983666e-06,13990.1727124286,0.187277713742376,0.0622605934437872,41.0013910054309,7.04741886672597,2.75893577589004,0.241135749985363,0.10435466199637
"90","H06",91511.9875,3.49275107731478e-05,"Benzamidine","H2O",1,"case",47431.1095,"SR1_results_MITACS DRUG RUN 2","S1L2",0.403,1.49609970842579e-05,15272.2297942602,0.352406037359545,0.198357864774022,12.8695221584842,0.518304877817237,0.428344212143508,0.453752304104703,0.332466601872397
