"","sample","well","solvent","control","control2","plate","auc","rel_fit_off_plate","rel_fit_on_plate","rel_fit_to_by","run","A","mu","lambda","percent_inhib_off_plate","percent_inhib_onplate","DT"
"24","3-Amino-1,2,4- triazole","D11","H2O-2",2,"case","S3L2",592955.977752055,10.1766027643264,1.03483732340274,1.47796102219926,"2020-02-24_drug_run_5",4.10798823858174,0.000165382866739623,13161.9981181857,-312.302154359263,53.2250560291672,1.16421300032251
"25","4-Aminopyridine","G06","H2O",1,"case","S1L1",532744.395658926,7.24149675420434,0.931352872042161,1.77369158385661,"2020-02-24_drug_run_5",3.73438705006443,0.000128869713759629,13884.3322225211,-137.662644077383,11.2774432740238,1.49407395944097
"26","4-Aminopyridine","G06","H2O",1,"case","S1L2",650469.560133963,8.3274096943159,1.0353614555504,2.1656396458897,"2020-02-24_drug_run_5",4.44805255650681,0.000304776725746895,3207.15051766721,-583.600838852683,-49.8975877742027,0.631744051377372
"27","4-Aminopyridine","G06","H2O",1,"case","S2L1",502017.621856216,6.22477807585151,0.819645456496511,1.67139145543287,"2020-02-24_drug_run_5",3.92852824486696,9.56000462132698e-05,23378.3665240398,-34.5602632300899,85.3588075774456,2.01402500433256
"28","4-Aminopyridine","G06","H2O",1,"case","S2L2",518817.89723963,10.6185988728327,0.903510450600339,1.72732542169671,"2020-02-24_drug_run_5",3.92437802233736,8.8450349999039e-05,15983.2029217959,-231.715593663968,1.34190027133111,2.17682443869318
"29","4-Aminopyridine","G06","H2O",1,"case","S3L1",424021.939199142,4.46504537726026,0.771703778067573,1.41171667136518,"2020-02-24_drug_run_5",3.99564797546029,7.75104570990344e-05,2797.26066365276,-11.256569326329,27.2154713071248,2.48406332119634
"30","4-Aminopyridine","G06","H2O",1,"case","S3L2",602718.609834056,10.3441538682202,0.994866770314713,2.00666010643656,"2020-02-24_drug_run_5",4.15285148808337,0.000182049067455517,13933.3382556479,-353.851261564943,-14.4571428665351,1.05763180322756
"31","4-Aminopyridine","G12","H2O-2",2,"case","S1L1",536976.413675989,7.29902179807908,0.956985861118987,3.05664307117867,"2020-02-24_drug_run_5",3.76736707270676,0.000131064401547814,14138.6075926548,-141.710106335562,56.8243006975538,1.4690555270161
"32","4-Aminopyridine","G12","H2O-2",2,"case","S1L2",657868.818763994,8.42213612245772,1.03780104196009,3.74480166242985,"2020-02-24_drug_run_5",4.41953889151378,0.000303358899520359,3165.56298827707,-580.42071676353,-46.5485226364643,0.634696670489312
"33","4-Aminopyridine","G12","H2O-2",2,"case","S2L1",294057.112258455,3.6461673569676,0.460618853880996,1.67386799834,"2020-02-24_drug_run_5",3.94964880452273,0.00030764371321556,39102.3181234936,-333.018818202433,37.659337264559,0.625856714172358
"34","4-Aminopyridine","G12","H2O-2",2,"case","S2L2",543789.48330397,11.1296900611792,0.998105841996938,3.09542526261473,"2020-02-24_drug_run_5",4.0718547368959,9.4934369420745e-05,12788.8401897294,-256.032629739272,-7.82947629125591,2.028147283894
"35","4-Aminopyridine","G12","H2O-2",2,"case","S3L1",490459.247828168,5.16464502140115,0.847428825947856,2.79185234842375,"2020-02-24_drug_run_5",4.07017190719309,7.49503840683618e-05,22126.3891152733,-7.58190460007704,25.1754540730598,2.56891123217272
"36","4-Aminopyridine","G12","H2O-2",2,"case","S3L2",657707.786782765,11.287905227749,1.14784333271368,3.743885016415,"2020-02-24_drug_run_5",4.34961297182452,0.000230812395221988,2926.94236236926,-475.419024225003,34.7197381015307,0.834187796992852
"37","5-Fluorocytosine","A05","H2O",1,"case","S1L1",355171.361690995,4.82777910725936,0.620916654353342,0.662923895523202,"2020-02-24_drug_run_5",3.4039992278264,0.000157059983413759,13359.2722626613,-189.651383927861,-8.13062962023446,1.22590668421022
"38","5-Fluorocytosine","A05","H2O",1,"case","S1L2",633391.665866719,8.10877590882368,1.00817833346452,1.18221938990004,"2020-02-24_drug_run_5",4.17187854952807,0.000239190168411803,2683.57099318608,-436.493065114861,-17.6403125152342,0.804969889721323
"39","5-Fluorocytosine","A05","H2O",1,"case","S2L1",632793.271099413,7.84633349307838,1.03316319383456,1.18110249188125,"2020-02-24_drug_run_5",4.47999294111961,0.000152286411002805,13801.5515364815,-114.348218045723,76.6772639224646,1.26433397583536
"40","5-Fluorocytosine","A05","H2O",1,"case","S2L2",562616.487014104,11.5150206394782,0.979784773042451,1.05011820626873,"2020-02-24_drug_run_5",4.03975770923773,0.000104551728979593,4407.31682694076,-292.100640047629,-16.6176833057814,1.84158488212524
"41","5-Fluorocytosine","A05","H2O",1,"case","S3L1",598331.242190837,6.30056112676727,1.08894006995633,1.1167794497786,"2020-02-24_drug_run_5",4.26832870550331,9.63838438157171e-05,5108.69720774926,-38.3469560464634,9.49282318421444,1.99764686555774
"42","5-Fluorocytosine","A05","H2O",1,"case","S3L2",628101.169398359,10.7797818667893,1.03676404151895,1.17234472964771,"2020-02-24_drug_run_5",4.30985526258679,0.000167799821135633,10227.6688742457,-318.327660653287,-5.49841517531022,1.14744391374078
"43","5-Fluorocytosine","A11","H2O-2",2,"case","S1L1",534415.076365356,7.26420601029696,0.952421110173871,1.5893245641215,"2020-02-24_drug_run_5",3.77985140701938,0.000522151154989192,27910.3940184404,-862.955689761656,-72.0088825951253,0.368745489977627
"44","5-Fluorocytosine","A11","H2O-2",2,"case","S1L2",425843.095853725,5.45170772317074,0.671775885987157,1.26643675044671,"2020-02-24_drug_run_5",3.83756953510461,0.000189778001626636,2614.5510430524,-325.663740529492,8.32085094171585,1.01455849381149
"45","5-Fluorocytosine","A11","H2O-2",2,"case","S2L1",645429.619318416,8.00301815897046,1.01101806117851,1.91947644024372,"2020-02-24_drug_run_5",4.59677825096835,0.000545996707192583,32934.4220918029,-668.508631038699,-10.6403125290083,0.352641107450784
"46","5-Fluorocytosine","A11","H2O-2",2,"case","S2L2",582598.094959598,11.9239823979995,1.06933763886422,1.73261852870456,"2020-02-24_drug_run_5",4.01770200173346,0.000197549053628027,2857.07172973367,-640.868765388582,-124.382498398821,0.97464847314033
"47","5-Fluorocytosine","A11","H2O-2",2,"case","S3L1",577218.689592539,6.07824124973628,0.997334148764871,1.71662043757962,"2020-02-24_drug_run_5",4.18605526858204,9.22429239399223e-05,7087.94067306561,-32.4031833417367,7.91194755609701,2.08732415739851
"48","5-Fluorocytosine","A11","H2O-2",2,"case","S3L2",636978.713245092,10.9321426501203,1.11166658472361,1.89434385472093,"2020-02-24_drug_run_5",4.33169106382726,0.000146003830859287,7432.87577532186,-263.989905331393,58.7059945047261,1.31873857251346
"49","5-Fluorouracil","H04","DMSO",1,"case","S1L1",452421.898652246,6.48948662201912,0.803399658470923,1.43122936040023,"2020-02-24_drug_run_5",3.5190745650647,8.5800937683896e-05,20235.4454626545,-228.833350448944,41.3044615795085,2.2440417166328
"50","5-Fluorouracil","H04","DMSO",1,"case","S1L2",538642.12816009,7.18472665067847,0.947447082695451,1.70398566220543,"2020-02-24_drug_run_5",3.80097976788838,0.000247248678764108,2414.41350452158,-644.057968087738,-59.6598813331434,0.778733720444146
"51","5-Fluorouracil","H04","DMSO",1,"case","S2L1",403884.589149601,5.51704047703528,0.70820407242193,1.27768236667168,"2020-02-24_drug_run_5",3.58652301470877,6.75139295865404e-05,30574.0377735917,-33.6678813396087,86.1210062450505,2.85186900937342
"52","5-Fluorouracil","H04","DMSO",1,"case","S2L2",82845.0905612136,2.10585019354002,0.507962878445527,0.262079104325947,"2020-02-24_drug_run_5",0.676302812259582,2.95542102795602e-05,429.750251534983,-25.2636266101506,57.0728345068246,6.51483770561231
"53","5-Fluorouracil","H04","DMSO",1,"case","S3L1",155904.547911933,1.96574655620252,0.347674263672587,0.493201516231195,"2020-02-24_drug_run_5",1.62358379474846,1.6615224473615e-05,0,64.1930403158183,76.6454368819851,11.5882204176434
"54","5-Fluorouracil","H04","DMSO",1,"case","S3L2",442150.705812331,8.57223335880994,0.832206670842874,1.39873660794371,"2020-02-24_drug_run_5",3.68957190749594,6.09419814102854e-05,21120.5495696514,-284.835362542972,53.8992845235485,3.15941292083388
"55","5-Fluorouracil","H10","DMSO-2",2,"case","S1L1",465402.496767841,6.67567879810055,0.787285197501165,5.37188160243939,"2020-02-24_drug_run_5",3.59636726399341,8.74087735318758e-05,19349.9611785276,-234.995404887218,44.2624786188319,2.20276381544993
"56","5-Fluorouracil","H10","DMSO-2",2,"case","S1L2",516939.359042265,6.89524230565149,0.81377763909531,5.96674287676025,"2020-02-24_drug_run_5",3.9870609442925,0.00010894666526722,4730.77461842142,-227.85871614708,45.4083751772626,1.76729487788009
"57","5-Fluorouracil","H10","DMSO-2",2,"case","S2L1",418861.177358418,5.72161981869796,0.725432957927645,4.83468109486787,"2020-02-24_drug_run_5",3.70186179321029,7.32091162454324e-05,30315.161521622,-44.9435327376199,54.5809766858667,2.63001239959493
"58","5-Fluorouracil","H10","DMSO-2",2,"case","S2L2",232260.392134568,5.9038572885241,2.18562748774841,2.68085224326896,"2020-02-24_drug_run_5",2.44772611798502,6.54767933523629e-05,606.965518928809,-177.519193256631,-90.5073935335932,2.94059732663932
"59","5-Fluorouracil","H10","DMSO-2",2,"case","S3L1",77571.7139508157,0.978074928536906,0.170737293106123,0.895367055260869,"2020-02-24_drug_run_5",0.753644335312837,1.08091030292645e-05,906,76.7056342208521,86.4712607903398,17.8128456142559
"60","5-Fluorouracil","H10","DMSO-2",2,"case","S3L2",273106.772380619,5.29488012558267,0.462887104243045,3.15231924246614,"2020-02-24_drug_run_5",3.14229388246512,3.80637944827085e-05,46687.7087192492,-140.364586292268,77.5081839403802,5.05837334678602
"61","6-Azauracil","B05","DMSO",1,"case","S1L1",560634.8069179,8.04167987926797,0.995561474248979,1.12708269476449,"2020-02-24_drug_run_5",3.93706874427354,0.000135243240199819,13860.4442257818,-418.321699050904,7.48149128036696,1.4236636389693
"62","6-Azauracil","B05","DMSO",1,"case","S1L2",612527.575235279,8.17025435626601,1.0774082343123,1.2314062944273,"2020-02-24_drug_run_5",4.27479411929627,0.000126403498958206,5485.67470653809,-280.392449675149,18.3754277489351,1.52322431796398
"63","6-Azauracil","B05","DMSO",1,"case","S2L1",576843.510878803,7.87964949376836,1.01148430648146,1.15966816665006,"2020-02-24_drug_run_5",4.21457475915368,0.000136941625136202,17338.0896726554,-171.124744349175,71.848595220313,1.40600699967868
"64","6-Azauracil","B05","DMSO",1,"case","S2L2",83012.8500642554,2.11011449429165,0.508991492204947,0.166886439436149,"2020-02-24_drug_run_5",1.39231742277876,0.000114973208206349,1940.2197169631,-387.306576176445,-66.9973208307531,1.67465870086281
"65","6-Azauracil","B05","DMSO",1,"case","S3L1",505606.397939903,6.37501630873367,1.12752536386047,1.01645530111319,"2020-02-24_drug_run_5",3.93897727255443,8.0391293139724e-05,16697.26841583,-73.2488054545697,-12.9989867276241,2.39504647790934
"66","6-Azauracil","B05","DMSO",1,"case","S3L2",579662.243578951,11.2382496644915,1.09102796761542,1.16533485877888,"2020-02-24_drug_run_5",4.09358461157109,0.000143178507278601,14008.3065846454,-804.141143458497,-8.31009221632903,1.3447610758661
"67","6-Azauracil","B11","DMSO-2",2,"case","S1L1",539920.614306507,7.74455793128532,0.913341699757337,1.38623933165051,"2020-02-24_drug_run_5",3.8597779997704,0.000128431293015333,16247.3784311388,-392.214811687875,18.1038510070996,1.49917421968092
"68","6-Azauracil","B11","DMSO-2",2,"case","S1L2",602770.890712516,8.04011393900529,0.948895578909292,1.54760661945267,"2020-02-24_drug_run_5",4.33345907267707,0.00014537866859678,17987.7169498442,-337.495388449062,27.152816345518,1.32440945667828
"69","6-Azauracil","B11","DMSO-2",2,"case","S2L1",562244.064600855,7.68022188939421,0.973760274067241,1.4435545072452,"2020-02-24_drug_run_5",4.1107236874493,0.000134715796443721,18591.8844899493,-166.717923306897,16.4221586974677,1.42923761408567
"70","6-Azauracil","B11","DMSO-2",2,"case","S2L2",267404.461019015,6.79718897252307,2.51634183072888,0.686557563280828,"2020-02-24_drug_run_5",2.58496250072116,0.000231319494378461,2101.83070303675,-880.432855332026,-573.033477836906,0.832359088481573
"71","6-Azauracil","B11","DMSO-2",2,"case","S3L1",470691.472125329,5.93478607748451,1.03600376665352,1.20849438684739,"2020-02-24_drug_run_5",3.74162560275455,7.15313284265843e-05,17602.6727446908,-54.154967764296,10.4709535117028,2.6917000945465
"72","6-Azauracil","B11","DMSO-2",2,"case","S3L2",579997.207682923,11.2447438087467,0.983033945270455,1.48913547701868,"2020-02-24_drug_run_5",4.16789446621494,0.000138277674225286,15864.2004682191,-773.19344827055,18.2920132873245,1.3924220563269
"73","Azaserine*","A06","H2O",1,"case","S1L1",532943.158716519,7.24419850395177,0.931700353021884,1.31217096471948,"2020-02-24_drug_run_5",3.80480823994726,0.00013046523534342,15049.5047401281,-140.605118823571,10.1789791733787,1.47580221644528
"74","Azaserine*","A06","H2O",1,"case","S1L2",579110.185254391,7.41385618378716,0.921777744996342,1.42583980680824,"2020-02-24_drug_run_5",3.94508691916947,0.000364426098149845,37115.9663916848,-717.391766987909,-79.2347919637137,0.528339996686255
"75","Azaserine*","A06","H2O",1,"case","S2L1",601601.316224003,7.45956819162645,0.982236009250198,1.48121571048453,"2020-02-24_drug_run_5",4.39773091896512,0.000145215247591086,17421.7966060743,-104.395318986435,77.760215952962,1.3258999084659
"76","Azaserine*","A06","H2O",1,"case","S2L2",498863.112319037,10.2101860987306,0.868759612568029,1.2282617398281,"2020-02-24_drug_run_5",3.85035232755308,8.10128315849628e-05,17422.8145831707,-203.822647665011,9.63775702529216,2.3766714447815
"77","Azaserine*","A06","H2O",1,"case","S3L1",559458.392065279,5.89122136457978,1.01819296342027,1.37745469855481,"2020-02-24_drug_run_5",4.1612077843412,9.41576593694494e-05,13250.1682790082,-35.1515466339899,11.5832738378337,2.04487754664116
"78","Azaserine*","A06","H2O",1,"case","S3L2",581366.069184866,9.97769104071022,0.959621578268092,1.43139406779261,"2020-02-24_drug_run_5",4.11380491511041,0.000142409860985337,13601.459923228,-255.030080465948,10.4646564125639,1.35201932054901
"79","Azaserine*","A12","H2O-2",2,"case","S1L1",412106.105442351,5.60168262541267,0.734445137895961,1.92341263150084,"2020-02-24_drug_run_5",3.57580250143568,0.000149490591037193,15161.223673544,-175.691844841515,50.754280102426,1.28797994678454
"80","Azaserine*","A12","H2O-2",2,"case","S1L2",538158.927812779,6.88959199201856,0.848956326997748,2.51173585113228,"2020-02-24_drug_run_5",3.96347412397489,0.000147597892991418,18651.211721182,-231.055605425769,28.697482762672,1.30449615225923
"81","Azaserine*","A12","H2O-2",2,"case","S2L1",537616.065342053,6.66618172563921,0.842136052904623,2.50920216255166,"2020-02-24_drug_run_5",4.07654155487299,0.000675414993029619,41140.1544252097,-850.669197887896,-36.8655248853307,0.285070490699679
"82","Azaserine*","A12","H2O-2",2,"case","S2L2",531690.610790147,10.8820635341812,0.975898801021721,2.48154643510184,"2020-02-24_drug_run_5",3.9764315288616,7.3334631891986e-05,6004.10375554752,-175.027073996236,16.7041925998519,2.625511010575
"83","Azaserine*","A12","H2O-2",2,"case","S3L1",520618.671885036,5.48223046808886,0.899539098988786,2.42987064854091,"2020-02-24_drug_run_5",3.98118437795583,8.53348124146721e-05,15134.5570982527,-22.4874530314249,14.8084606896128,2.25629936998337
"84","Azaserine*","A12","H2O-2",2,"case","S3L2",542725.590567406,9.31452410038508,0.947174357891025,2.53304972323962,"2020-02-24_drug_run_5",4.00887815134645,0.000397176906017814,37066.888048612,-890.168433050012,-12.3328425231672,0.484773612391849
"85","Benzamidine","H06","H2O",1,"case","S1L1",409163.646336324,5.56168631904267,0.715306890613545,0.889779131631461,"2020-02-24_drug_run_5",2.91175225156855,0.000142429465234933,19452.6532446501,-162.669655380782,1.94200064472064,1.35183322616064
"86","Benzamidine","H06","H2O",1,"case","S1L2",601836.41340593,7.70480079399365,0.957951398769321,1.30877091867627,"2020-02-24_drug_run_5",4.27959659718104,0.000206770339742708,2609.03309265432,-363.776810225837,-1.69534788041508,0.931182314293525
"87","Benzamidine","H06","H2O",1,"case","S2L1",363914.802343792,4.5123692565443,0.594164629500489,0.791379683206592,"2020-02-24_drug_run_5",2.85408917987057,0.000205997276593429,33673.2966927976,-189.94805819713,68.451419381135,0.934676839776315
"88","Benzamidine","H06","H2O",1,"case","S2L2",534610.160150329,10.9418176862838,0.931012344144027,1.16257875869283,"2020-02-24_drug_run_5",3.96621168654372,9.01878092642636e-05,13028.1777073075,-238.231591979828,-0.596073173261181,2.13488813022058
"89","Benzamidine","H06","H2O",1,"case","S3L1",563438.685018242,5.93313473510804,1.02543694498269,1.22527010493747,"2020-02-24_drug_run_5",4.21223580630028,0.000105323240716708,13634.0427347614,-51.1783425235152,1.09847467191194,1.82809494066707
"90","Benzamidine","H06","H2O",1,"case","S3L2",627637.594128659,10.7718257595097,1.03599884923214,1.36487891454564,"2020-02-24_drug_run_5",4.29439660610536,0.000181195593269821,11477.1195667118,-351.723536653712,-13.9205500777308,1.06261349966806
"91","Benzamidine","H12","H2O-2",2,"case","S1L1",513040.397413296,6.97366392385783,0.914327694854104,1.87336770479093,"2020-02-24_drug_run_5",3.91740846752252,0.000583980331673076,26944.0592441565,-976.981593778391,-92.3768689369187,0.329704397641703
"92","Benzamidine","H12","H2O-2",2,"case","S1L2",629822.737622699,8.06308594963259,0.993557795584594,2.29979857795658,"2020-02-24_drug_run_5",4.37650462774217,0.000188320431984414,2756.66082947959,-322.394475700731,9.02498283975845,1.02241101223052
"93","Benzamidine","H12","H2O-2",2,"case","S2L1",555382.602478082,6.88647827706153,0.86996602753159,2.02798032383212,"2020-02-24_drug_run_5",4.42216735052532,0.00061917798683895,30875.6972865533,-771.51373033292,-25.4697053526008,0.310962094230514
"94","Benzamidine","H12","H2O-2",2,"case","S2L2",558761.287391832,11.4361166182766,1.02558604450938,2.0403175963627,"2020-02-24_drug_run_5",4.14825954930151,8.62536999403292e-05,8912.6172913552,-223.477490837864,2.03030420385934,2.23226231016263
"95","Benzamidine","H12","H2O-2",2,"case","S3L1",554753.913394427,5.84168215728927,0.958518897542577,2.02568466479316,"2020-02-24_drug_run_5",4.15300461729012,0.000105108818070098,13692.8171877035,-50.8705656255252,-4.93234534781119,1.83182426578584
"96","Benzamidine","H12","H2O-2",2,"case","S3L2",634402.919044539,10.8879356004148,1.10717126285125,2.31652311661088,"2020-02-24_drug_run_5",4.35710652212546,0.000157636910379974,9253.08548058434,-292.991360214643,55.4158311793736,1.22142005336673
"97","Blasticidin hydrochloride","C05","H2O",1,"case","S1L1",564512.900375728,7.6733202058769,0.986891115803286,1.10430094086431,"2020-02-24_drug_run_5",3.90689059560852,0.000156000187381282,11619.9546808032,-187.696898890896,-7.4009949305449,1.23423495010479
"98","Blasticidin hydrochloride","C05","H2O",1,"case","S1L2",640435.134492793,8.19894745952053,1.01938952054499,1.25282012352992,"2020-02-24_drug_run_5",4.28269293160426,0.000170197696009757,3242.48827395272,-281.745973147849,16.2920855781603,1.13127784924795
"99","Blasticidin hydrochloride","C05","H2O",1,"case","S2L1",584415.695286094,7.24647472283815,0.954177001945345,1.14323481665478,"2020-02-24_drug_run_5",4.21198307878086,0.000151970550800158,17357.1868394924,-113.903634243773,76.7256380623187,1.26696180592295
"100","Blasticidin hydrochloride","C05","H2O",1,"case","S2L2",313041.86120735,6.40699939661197,0.545155813978378,0.612372935376865,"2020-02-24_drug_run_5",2.95862175876767,3.60439063479235e-05,23638.5053372657,-35.1755622481969,59.7963907760357,5.34184285216816
"101","Blasticidin hydrochloride","C05","H2O",1,"case","S3L1",532676.757443941,5.60920479230682,0.969451408539537,1.04202303265413,"2020-02-24_drug_run_5",4.01660196733713,9.7491661653076e-05,14314.4177239819,-39.9370900314247,8.45255065599667,1.97494719265357
"102","Blasticidin hydrochloride","C05","H2O",1,"case","S3L2",605866.488657606,10.398179316212,1.00006276059513,1.18519688924282,"2020-02-24_drug_run_5",4.12480645573628,0.000170814947455186,10994.7241121465,-325.84441920104,-7.39407302591726,1.12718989969767
"103","Blasticidin hydrochloride","C11","H2O-2",2,"case","S1L1",565584.652852151,7.68788834050689,1.00797074556797,1.24788458974878,"2020-02-24_drug_run_5",3.92072950307358,0.000158090935096073,12222.0510603952,-191.552673964028,47.9211243057446,1.21791223115902
"104","Blasticidin hydrochloride","C11","H2O-2",2,"case","S1L2",631622.868901644,8.08613150254092,0.996397538195384,1.39358881232111,"2020-02-24_drug_run_5",4.25807763235001,0.000151714918055317,3082.90337740894,-240.289912213341,26.7086044349698,1.26909657901059
"105","Blasticidin hydrochloride","C11","H2O-2",2,"case","S2L1",575998.385823931,7.14210411687418,0.902259136933676,1.27086105636914,"2020-02-24_drug_run_5",4.18878402869363,0.000510151179476325,37158.7998522438,-618.054851608918,-3.37660500651005,0.37741926557245
"106","Blasticidin hydrochloride","C11","H2O-2",2,"case","S2L2",365547.220477875,7.4816218252792,0.670948643706597,0.806529563628535,"2020-02-24_drug_run_5",3.31836147986717,4.62080125603285e-05,26593.2361678445,-73.2940380523986,47.5154696318949,4.16682892901951
"107","Blasticidin hydrochloride","C11","H2O-2",2,"case","S3L1",529380.864797181,5.57449830930229,0.914678654181492,1.16800592087667,"2020-02-24_drug_run_5",3.96887748250422,9.77071886558155e-05,13751.5354127083,-40.2464520945506,2.45685708159875,1.97059076346082
"108","Blasticidin hydrochloride","C11","H2O-2",2,"case","S3L2",623928.32341752,10.7081654272272,1.08889081217853,1.37661185814398,"2020-02-24_drug_run_5",4.2881739681123,0.000189635518237903,12491.2703092253,-372.764405732668,46.3657214599931,1.01532078630611
