"","compound","plate","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_auc","ave_rel_inhib_off_Plate","ave_rel_inhib","ave_rel_fit","ave_rel_fit_off_plate","ave_rel_fit_to_by"
"25","Guanidine hydrochloride","S1L1",0.817,5.11498102191831e-05,20653.4031416732,4.0909546257987,101511.976,21.9928881621911,-41.5363859363926,0.988194072746862,1.25995843449985,1
"26","H2O control ","S1L1",0.801,3.67624635810847e-05,25341.6026273685,5.23915859333874,103372.7885,53.8933433045218,0,1,1.15158470406072,1
"27","Hydroxyurea","S1L1",0.5465,2.53647891507644e-05,48821.4769962603,8.30346701729915,60939.0845,68.188050755956,31.3479198320639,0.565640196318275,0.678868381205211,1
"28","Hygromycin B","S1L1",0.696,3.37226787024705e-05,27241.8109710487,5.78398225105307,90903.12425,57.7057732717693,8.04945395363571,0.934009286677295,1.01267121605829,1
"29","Menadione ","S1L1",0.0665,3.83842742415145e-06,5338.13176957751,51.5336979640799,7869.17925,91.1624972662687,89.2876788347434,0.0739960564912034,0.0860516800768354,1
"30","methylmethane sulfonate","S1L1",0.7945,3.68215777324413e-05,19858.6973759723,5.23136562548406,102933.6495,53.8192036626986,-0.232324547236528,1.03310364698854,1.14669264530237,1
"31","Miconazole Nitrate","S1L1",0.779,3.6104437365537e-05,26796.550801682,5.34237786812215,103154.18275,44.9381557556913,3.42132839627716,1.01736943475304,1.28034137183775,1
"32","Miltefosine","S1L1",0.78,3.19927070430376e-05,56719.6341716464,6.01886873544218,79951.5085,51.2088380072909,14.8149085964093,0.79553908230976,0.992351655981569,1
"33","Myclobutanil","S1L1",0.625,2.32447035237827e-05,36870.4341978651,8.6767126805158,73272.4,46.4819551768353,35.0519449198144,0.706005382287048,0.801254225243619,1
"34","Nystatin ","S1L1",0.129,5.96530432983998e-06,3499.9572426325,45.2399739249312,16355.936,90.9024850725668,85.3625670387166,0.121709672267391,0.203008554550644,1
"35","Pentamidine Isethionate","S1L1",0.8265,3.49819576057137e-05,25736.2090862842,5.50608926746128,103602.867,56.1264139356456,4.84551450070521,1.02856280445486,1.15414780490358,1
"36","Poly-L-lysine hydrochloride","S1L1",0.8195,3.57732764917826e-05,25813.5950437251,5.38665000923934,103915.50625,55.1339595497704,2.70914922306001,1.03768533715563,1.15763064195783,1
"37","Propiconazole","S1L1",0.1265,5.99703040894117e-06,41051.9719283143,39.9081718507562,12397.411,86.1925818110256,83.2780676311351,0.116795480227729,0.135569163093221,1
"38","Sodium Fluoride","S1L1",0.608,1.25564906396365e-05,31173.6526969357,15.616873779868,62004.852,84.2519312682956,65.7495042055429,0.615632271154256,0.69074115322669,1
"39","Sodium metasilicate","S1L1",0.6405,2.39989379281347e-05,75729.1647441979,8.15154502969765,50393.45725,69.9010707030546,34.5484257049686,0.518138945045442,0.561388885759213,1
"40","Sodium Orthovanadate","S1L1",0.051,2.79516458150347e-06,51843.7650699923,90.1802478945276,4971.86375,96.4943673189234,92.4612898398758,0.0498956676931293,0.0553871316451328,1
"41","Sodium Selenate","S1L1",0.613,3.50233055009664e-05,19868.335900106,7.70030763612346,79038.31225,56.074556333467,5.62484857894889,0.779118253212647,0.880495851399762,1
"42","Tamoxifen","S1L1",1.0115,3.77468800947991e-05,24069.6977457952,5.11114644269268,132997.132,52.6587102081006,-2.79536907076669,1.3214859060497,1.48160328378047,1
"43","Tartaric acid","S1L1",0.9815,3.55529525816662e-05,24765.5873613169,5.41717551841454,118755.5725,55.4102848527017,3.22830772541145,1.18408359363238,1.3229506797427,1
"44","Thialysine","S1L1",0.593,1.54088822306086e-05,45413.8086006896,12.6815323777921,62817.85825,80.6745257563948,57.979244953833,0.643571655594893,0.699798135972258,1
"45","Thiourea","S1L1",0.6965,5.49431444781807e-05,20428.4633736932,4.00390930026387,91236.705,31.0915413860089,-48.5449531371432,0.931631640819193,1.01638734382115,1
"46","Triclosan","S1L1",0.9925,4.19929931413747e-05,20593.6870333491,4.6790762857523,133059.18425,35.9576878516936,-9.37211904603572,1.28242121214263,1.65151983134933,1
"47","Trifluoperazine","S1L1",0.843,3.59660245990114e-05,25434.9783599538,5.36003836521355,103438.238,54.8922191998861,2.07169909902109,1.04783402674123,1.15231381898721,1
"48","Urea hydrogen peroxide","S1L1",0.678,3.31543709599306e-05,23511.736618432,6.13493938529242,80634.3535,58.4185320868819,9.40639842999244,0.842603517888993,0.898275933733034,1
"49","2-Deoxy-D-glucose","S2L1",0.6365,1.97867214964904e-05,34329.2995257012,10.8495873108908,59451.83075,25.7938033264627,5.28057481764794,0.782620600621231,1.21679523075166,0.862884094038004
"50","3-Amino-1,2,4- triazole","S2L1",0.54,2.08337008647039e-05,37868.7916047086,9.38616563360769,61785.274,21.8673136892294,-3.08195394042468,0.837730038434787,1.2645536022267,0.742572757967347
"51","4-Aminopyridine","S2L1",0.0495,6.56997170501388e-06,0,37.448541590332,5319.1555,75.3606168374932,64.3281921232956,0.074095218709165,0.108866673445989,0.120754306143249
"52","5-Fluorocytosine","S2L1",0.824,2.09261212632274e-05,20382.4687048646,9.20101687333352,94063.07225,21.52070921154,-5.62405433035583,1.27295963897378,1.92518037308126,1.01611249112194
"53","5-Fluorouracil","S2L1",0.529,1.28567726998976e-05,2067.28700817645,17.7872603131674,47172.66975,45.5073926977719,42.0845871553824,0.729728980991799,1.19908826280341,2.89950197773606
"54","6-Azauracil","S2L1",0.8485,4.0681461821243e-05,10315.9668193351,7.16332014185489,99326.7135,-72.425769300817,-101.482575392708,1.37558487830935,2.5247987229022,1.05311543291718
"55","Azaserine*","S2L1",0.772,2.07743559863458e-05,41398.8692185228,9.26822521944142,78077.46725,22.089874951629,-4.91863844076946,1.06153992606532,1.5980044446145,1.42570493252363
"56","Benzamidine","S2L1",0.5395,1.93543743689102e-05,33143.0139527583,10.134181986088,61147.017,27.4152359617855,0.139439156076238,0.823226890708527,1.25149045406463,0.959074917126878
"57","Blasticidin hydrochloride","S2L1",0.7615,2.38424577824127e-05,35854.2338835585,8.09878871460445,77630.20725,10.583564250599,-21.4237821772426,1.05956621801041,1.58885041473787,0.70213516718615
"58","Caffeine","S2L1",0.6595,3.14483761587273e-05,32209.5811136986,6.25386136175966,71304.48325,-17.9409325952169,-62.5040484919306,0.9829607850869,1.45938239504612,0.641454158083676
"59","CCCP","S2L1",0.422,7.70053980917381e-05,12303.1205521892,2.53291225938818,42882.34075,-226.382445759367,-151.557172851128,0.640221144644833,1.09003182875528,1.25822933356521
"60","Cetylpyridinium chloride","S2L1",0.138,1.42094430573116e-05,105209.337425805,31.1564909520406,9037.99725,46.7102861725062,36.971794299073,0.127154894078435,0.184979870436482,2.29460333559192
"61","Chlorpromazine hydrochloride ","S2L1",0.6895,2.79399061616972e-05,28437.1545878623,6.89129561113879,72310.17875,-4.78310780504141,-41.1283057776918,0.997994326952751,1.47996587368002,0.615241217423989
"62","Cinnamic acid","S2L1",0.473,1.84626821240411e-05,50123.9337404928,10.6409704331227,52793.72825,21.7471047972053,28.2971144785905,0.750074190610383,1.34197068407831,0.640398796531988
"63","Compound 48/80*","S2L1",0.0615,2.18133009668995e-06,78500.2091955436,156.092338136326,5544.00025,91.8193516700788,87.8130993074323,0.079783433079759,0.11346855056244,1.21559820128384
"64","Copper(II) sulfate","S2L1",0.018,3.51018045403473e-06,3396.85676369638,143.41437063743,1195.20525,86.8357604781616,84.5277232574521,0.0165611624734373,0.0244621575084019,0.434779273707369
"65","Cycloheximide","S2L1",0.263,1.87681853688761e-05,1862.2321026266,11.2973369352551,32248.67325,20.4522488688208,19.747513816369,0.536173291264768,0.819733243634304,5.83526879696988
"66","Dequalinium Chloride","S2L1",0.442,1.11473087737609e-05,29662.674283855,17.6522043890232,44783.51875,58.1942168947456,42.3825694979721,0.605779404071787,0.916580218705505,1.69139724234987
"67","Diamide","S2L1",0.0515,6.55147357481716e-07,0,295.689338590522,4764.52325,97.5429990426631,96.6504250481934,0.06354775040512,0.097515065461721,0.074690958311632
"68","DMSO control","S2L1",0.711,5.30817854655037e-05,32758.2100174211,6.81870056199879,79613.59775,-124.983746527296,0,1,2.02370845507588,0.708201330843947
"69","DTT","S2L1",0.1325,4.51822464329657e-06,46600.9954134732,47.9694163554988,11658.02975,83.0552895508658,78.4191064393186,0.153271029155213,0.238603838112437,2.15479921434446
"70","EDTA","S2L1",0.8155,2.47582790990545e-05,32669.0085816432,7.78148320795249,84386.7435,-4.93637959660664,10.8531513480961,1.19241449208413,2.14503767124718,0.666864102981301
"71","ETOH control ","S2L1",0.68,3.30594162557942e-05,34029.5473023455,6.37052737410681,70005.86775,-49.8518068177282,0,1,1.6423022719802,0.674663019105584
"72","Fluconazole","S2L1",0.575,2.75567233046455e-05,36006.8487771924,7.11727592313621,68137.263,-16.797406054178,-6.62046456482086,0.919904656680174,1.73199000090193,0.575230407517292
"73","Guanidine hydrochloride","S2L1",0.7465,2.48419649759807e-05,37296.2859883476,7.84715414994969,78649.72175,-5.29107682385995,18.699198929854,1.06801164648107,1.99920756495193,0.777786195924647
"74","H2O control ","S2L1",0.734,2.03368830741857e-05,84659.4232520455,9.72147094067046,75640.18375,23.7305308311215,0,1,1.54812078415566,0.735279498602857
"75","Hydroxyurea","S2L1",0.125,3.42574941729954e-06,26903.273506432,61.1457502337924,10940.50425,87.1524024301107,83.4979150192142,0.138898496598766,0.223918308746418,0.178392783127563
"76","Hygromycin B","S2L1",0.2065,4.38289618086145e-06,113664.112976332,53.7078229346815,13012.9,83.5628122600104,76.3446342302248,0.17512394935623,0.266333844702475,0.148542026500802
"77","Menadione ","S2L1",0.0495,3.71746583132553e-06,46460.8776240178,111.914319566985,5695.09575,83.1494613426617,90.3404586236446,0.0829146383362433,0.133604067630028,0.728911524695762
"78","methylmethane sulfonate","S2L1",0.7865,2.97008989017572e-05,31442.7164320814,6.55842504302069,81010.15225,-11.3873637770447,-52.565893391845,1.10328312055691,1.65802744266653,0.786359341827859
"79","Miconazole Nitrate","S2L1",0.665,3.50364156317082e-05,27922.508388708,6.049982066161,74968.3085,-48.499602727793,-49.7786945575047,1.09753872395211,1.90562924000237,0.718873855236228
"80","Miltefosine","S2L1",0.634,4.76964430388301e-05,3933.19290474311,7.42974536735157,71713.9625,-102.158317712871,-147.006154827637,1.02530390899462,1.82290659334315,0.89749469052125
"81","Myclobutanil","S2L1",0.581,2.4767852175955e-05,29859.5191200514,7.80578669010226,53438.3175,-12.2677838847429,16.5156930235601,0.750048557281321,1.25363591741278,0.716470760481791
"82","Nystatin ","S2L1",0.313,1.30610054332443e-05,4498.59346644357,15.3053102108564,33417.90375,44.6417653435126,59.818078091596,0.430517560289594,0.849454066655176,7.71852293899989
"83","Pentamidine Isethionate","S2L1",0.727,2.86575365597018e-05,31918.5920492313,6.98049764666479,73002.02025,-7.47443908307459,-40.1644808016842,0.99405907529733,1.49412573094625,0.705957453437205
"84","Poly-L-lysine hydrochloride","S2L1",0.549,1.47860567564589e-05,77180.8240888192,14.8500089072863,25490.92975,44.5478102124956,29.5778598275514,0.350960983485429,0.521720548483289,0.244956628433502
"85","Propiconazole","S2L1",0.2655,1.80096793026794e-05,30210.9362690049,11.0840654013676,27116.7265,18.3656794532374,37.1254791765267,0.405381874868478,0.63614469716527,2.18652257631838
"86","Sodium Fluoride","S2L1",1.433,8.27586709454796e-05,153160.310206433,2.41066285344314,138801.0025,-210.370073875558,-330.467164455248,1.89007263050843,2.84082753608979,2.24264917693635
"87","Sodium metasilicate","S2L1",0.152,1.25865260292101e-05,124304.203449276,15.330095640686,14939.82775,52.7967164178348,36.9245335286529,0.216376344823187,0.305772100288961,0.278271270158478
"88","Sodium Orthovanadate","S2L1",0.071,4.25482845577422e-06,58902.020690845,76.6733006928959,7188.2905,84.0431050056803,76.2946782103165,0.0968990685612799,0.147122090057041,1.44874907596772
"89","Sodium Selenate","S2L1",0.5565,2.57729994068527e-05,31884.5974926699,7.4778100021956,61164.47475,3.3434486258323,-30.7800175138664,0.835936975249963,1.25184776025136,0.781299941847524
"90","Tamoxifen","S2L1",0.8355,2.39523478550026e-05,39431.3394170423,9.04284066560846,85690.42675,10.1714432056584,-14.4229704140611,1.1577607202796,1.75381819659901,0.644572411103583
"91","Tartaric acid","S2L1",0.825,2.8396639015972e-05,32524.5754004597,6.9067977571214,87815.59525,-6.49599429902619,-46.51023085266,1.19401751214275,1.79731382764556,0.739382392526967
"92","Thialysine","S2L1",0.57,2.05237636227594e-05,40577.6997808392,9.45902969051889,57880.31225,23.0296721899174,-2.10786825909429,0.790097195953053,1.18463110406767,0.934577956979092
"93","Thiourea","S2L1",0.6515,2.9218240487227e-05,31438.5071111471,7.45900682598818,68471.96975,-9.57724858231056,-55.6629693006294,0.944109822112769,1.40140959800421,0.749915463875655
"94","Triclosan","S2L1",0.728,4.95029876311576e-05,28622.6105096078,6.53293270661866,75769.43775,-109.815241214711,0.981694073830133,1.00242494524418,1.92599324919995,0.569667800602569
"95","Trifluoperazine","S2L1",0.722,2.5065600861078e-05,59051.780161425,7.89219106788779,74796.72575,5.99640735998339,-23.2153437035417,1.01865000734415,1.53085780572771,0.725509523348746
"96","Urea hydrogen peroxide","S2L1",0.583,2.6636076680754e-05,31377.0179584565,7.2790403922368,65711.66425,0.106647524500556,-36.2963689991866,0.899639228273124,1.34491467555277,0.861132452285665
"97","2-Deoxy-D-glucose","S2L2",1.0545,3.00609649981453e-05,22906.4129040246,6.54036013322201,119596.17075,44.5613075675583,12.7915418374274,1.16298321819902,1.62564879022371,1.74045331996018
"98","3-Amino-1,2,4- triazole","S2L2",1.083,4.19135608719467e-05,22678.8090276406,4.8052408604686,122691.301,22.7026474342511,-22.4211752858867,1.19455362557437,1.66772032742213,1.5029831188778
"99","4-Aminopyridine","S2L2",1.656,4.62515934396263e-05,31240.8763061057,4.24126241901563,148461.45925,14.702410139928,-30.3024659900431,1.42332118485919,2.01800935691421,3.32294015337541
"100","5-Fluorocytosine","S2L2",0.8785,3.89940794161562e-05,18866.6239751854,4.95356999684715,118272.9645,28.0867804619091,-10.7825686248237,1.14709568708102,1.60766269061835,1.3292551506124
"101","5-Fluorouracil","S2L2",1.018,2.15261488438242e-05,21752.5253951645,9.04575788608187,123194.26025,17.5007192502285,35.7297665866025,1.43301805086135,1.76708401203282,10.6930015578473
"102","6-Azauracil","S2L2",0.868,5.92410516604653e-05,21585.5402536324,3.25750995383083,113735.71525,-127.042198226303,-76.2404949424714,1.32288953184781,1.63141175252434,1.27013625647041
"103","Azaserine*","S2L2",0.8665,2.55105459363657e-05,30374.5999652961,7.62023216389019,96586.36675,52.9532298767817,27.8382161781624,0.955539937487122,1.31288074922952,1.89557762120952
"104","Benzamidine","S2L2",0.913,4.38384186636708e-05,20964.3047973636,4.39418976558417,118092.367,19.1528079963567,-24.9995034082686,1.11840706967471,1.60520786195995,1.83954477118663
"105","Blasticidin hydrochloride","S2L2",1.102,4.2321737812934e-05,18246.5337518186,4.59545899399267,140873.85125,21.9498839786931,-19.6857902872185,1.32452438292666,1.91487239451366,1.2790829079177
"106","Caffeine","S2L2",1.194,4.06270557967368e-05,21386.5057407906,4.76625386707572,138804.75075,25.0752312545555,-15.1944272450673,1.30575004155067,1.88674749132,1.24519734605683
"107","CCCP","S2L2",0.493,2.03457243319202e-05,84502.4704981129,11.3955410734415,36629.01175,22.0247134824537,41.1922884455215,0.426068885773348,0.525402246083841,0.940688939156906
"108","Cetylpyridinium chloride","S2L2",0.911,3.82431385286277e-05,25510.2089961834,5.0827194480586,110531.393,29.4716721612012,-8.18365106092634,1.01182139475632,1.5024329306312,27.7368121167414
"109","Chlorpromazine hydrochloride ","S2L2",1.1315,4.60576204074636e-05,19416.4974849227,4.18068522653672,144406.347,15.0601368885842,-31.7378545839855,1.37591738467569,1.9628889606499,1.22172409180127
"110","Cinnamic acid","S2L2",0.9525,3.20856600006617e-05,48201.863878344,6.00799239141389,85219.28575,-22.9687619295511,5.03099263493939,0.991322626335082,1.22237543421331,1.03358187782333
"111","Compound 48/80*","S2L2",0.323,8.48266835443405e-06,16120.1669908437,30.9591525565959,20772.79125,84.3561894324786,77.0692681532725,0.197667018865533,0.28236073741627,4.45800914646895
"112","Copper(II) sulfate","S2L2",0.1295,3.28576596983344e-06,57117.511038259,61.8161159653417,7870.1125,93.9403618939772,90.8339265404894,0.0680137342757951,0.106976994199035,2.66868092308881
"113","Cycloheximide","S2L2",0.4125,1.4029703912098e-05,8941.41157923903,13.7855848294626,50005.6825,46.2309542557862,58.2120892771542,0.581676422386425,0.717275641553595,22.2462740283947
"114","Dequalinium Chloride","S2L2",1.1095,3.96131237021657e-05,18888.3853777662,4.87550018724913,137527.80575,26.9451336193592,-13.870355482574,1.30452886684988,1.86939021239197,5.17537606597209
"115","Diamide","S2L2",1.097,1.20227412363102e-05,49113.2710211976,16.0784415503624,66847.77325,77.8275563131204,65.8661089049925,0.65187257819699,0.908649508019565,1.05454897962653
"116","DMSO control","S2L2",0.6885,3.38433735796315e-05,25395.2739213372,5.71116566206147,85968.48975,-29.7052249671889,0,1,1.23312192846933,0.827874233900277
"117","DTT","S2L2",0.349,1.51037536087518e-05,55192.591660934,12.8873057150267,37360.65675,72.1455265676722,57.3045289213941,0.377765118908594,0.507836547497494,6.71697021472558
"118","EDTA","S2L2",1.0875,4.11964486010213e-05,18288.4119985184,4.67472143820643,141844.45975,-57.8859926913613,-22.0866023452967,1.64995998719168,2.03460028503769,1.11903082185494
"119","ETOH control ","S2L2",1.197,6.00868933747404e-05,29852.7760558889,3.2095460990534,128959.8715,-3.20398461592351,0,1,1.85649919902402,1.22111548802014
"120","Fluconazole","S2L2",0.893,1.94548714260382e-05,18554.3073299783,10.0201371894034,80874.78425,25.4389202930786,42.6900641206736,0.940731820801527,1.16005841452973,0.683690169471713
"121","Guanidine hydrochloride","S2L2",1.163,4.25995945770987e-05,21193.7766615823,4.52158798777899,137629.84625,-63.2635701973594,-26.5160139933936,1.60090865322452,1.97414636358361,1.3607013043574
"122","H2O control ","S2L2",0.8165,3.53784997413811e-05,18705.1991534858,5.50275267767189,110309.7025,34.7546638637631,0,1,1.49941953236878,1.13877756839669
"123","Hydroxyurea","S2L2",0.7635,2.43037162262127e-05,28150.1915684838,10.1534674406686,82111.49175,55.1788756976539,27.1284086362269,0.858025780155838,1.11612643105341,1.28945708560888
"124","Hygromycin B","S2L2",1.069,4.2430429227826e-05,19797.6110606781,4.65196101219553,140472.53125,21.7494343284368,-19.2738547616798,1.31928740628367,1.90941732543912,1.58459249028217
"125","Menadione ","S2L2",0.451,1.53604031673405e-05,55196.5977082266,12.6335475103892,40084.1965,73.6172945023148,74.3042554817833,0.309191010062867,0.577049882495979,5.1840954496769
"126","methylmethane sulfonate","S2L2",1.0995,4.64483169498158e-05,19014.3563632728,4.1725072229613,143902.88675,14.339610935834,-31.6236995673414,1.35913079412122,1.95604551791084,1.39938348048294
"127","Miconazole Nitrate","S2L2",1.057,3.77821320580847e-05,22641.8048457425,5.09839432299556,136549.0885,-44.8005745291093,-11.9216487916238,1.58842747417988,1.95864410124582,1.32122286397451
"128","Miltefosine","S2L2",1.145,4.62857106243833e-05,16016.1852756128,4.19638824803376,144988.291,-77.3906639412279,-36.4979869153398,1.68651385172762,2.07969503155535,1.85009640290582
"129","Myclobutanil","S2L2",1.08,2.7506957385278e-05,29572.2528983827,7.58740838902279,108977.05925,52.75462838266,53.635208409049,0.843880359944487,1.56882773576289,1.51525690041227
"130","Nystatin ","S2L2",0.3295,2.55481719181574e-05,14134.190392096,12.7162589668563,39872.39325,2.08625690497423,21.2175682106354,0.463813085490935,0.571924929705158,12.0795664190496
"131","Pentamidine Isethionate","S2L2",1.17,4.52211065395904e-05,21427.6932119054,4.26715152096204,141947.0725,16.6028430205848,-28.6051473317927,1.33962411415616,1.9294604939132,1.37145761132728
"132","Poly-L-lysine hydrochloride","S2L2",1.2595,4.53468151606105e-05,21627.4131914637,4.24601453918721,150896.379,16.3710100911606,-29.55216773825,1.42529211274233,2.05110677400588,1.45201804393107
"133","Propiconazole","S2L2",0.602,1.84534013739355e-05,14506.2922220073,11.0639156239353,65191.30475,68.3048258190079,68.9445737586706,0.505494206825393,0.938490428409787,5.26700036671469
"134","Sodium Fluoride","S2L2",1.057,5.5870572156899e-05,27362.8486411511,3.55119904996002,112036.347,-3.03699385638371,-56.7986200609488,0.995491846266151,1.52288949403201,1.81982182299349
"135","Sodium metasilicate","S2L2",0.8155,1.93533679005457e-05,55709.8636903342,30.8659795374891,52582.287,64.3083510247779,49.4606841204597,0.419272894888031,0.714741372676816,0.928676980128794
"136","Sodium Orthovanadate","S2L2",0.7625,3.49358697912933e-05,20015.9531523399,5.79674644120756,70775.911,35.5709658575885,2.47664731433125,0.666562909642017,0.962043963218872,14.2408842462259
"137","Sodium Selenate","S2L2",1.045,2.59131533908536e-05,16081.1521162599,7.43389600052805,123725.2325,52.2107377165421,26.1132763176044,1.1664631346799,1.68177436846382,1.57437568276981
"138","Tamoxifen","S2L2",0.3375,1.9766229430943e-05,52703.5901158565,10.9192848634202,34757.6525,63.5469482087906,41.5638937561084,0.313306522929036,0.472454388658937,0.262521111393469
"139","Tartaric acid","S2L2",1.0565,4.28716262637713e-05,18016.3448470827,4.49110383474443,141305.915,20.9357749273037,-22.5316139545059,1.34019895656303,1.92074535773717,1.18990379691
"140","Thialysine","S2L2",1.1395,2.46522246036952e-05,33916.1487259783,8.0056289412275,115425.92025,54.5361535245441,30.6981996149712,1.09608717857925,1.56896334086742,1.8902703646439
"141","Thiourea","S2L2",1.0915,4.56888240305461e-05,19307.7988825487,4.2235014652612,143489.87125,15.740274366253,-29.9341659347554,1.35043524121908,1.95043147405218,1.59778383796977
"142","Triclosan","S2L2",1.14,4.99563806274421e-05,12684.731336481,4.12471280198291,152858.679,-91.4585604943539,-50.5359157001206,1.77807109421116,2.19258695342794,1.14884851524373
"143","Trifluoperazine","S2L2",1.1445,4.49027818108134e-05,19335.6007675621,4.30073478144558,146965.89475,17.1899002469047,-27.5973275971002,1.38434472238195,1.9976804232629,1.42982378625488
"144","Urea hydrogen peroxide","S2L2",1.169,3.98388289767016e-05,19995.9296223913,4.87806138220622,130923.3165,26.5288859940368,-15.0049325945821,1.25221931923305,1.77961660265198,1.78630904717178
"145","2-Deoxy-D-glucose","S3L1",1.08,4.02886643902651e-05,24960.2297489706,4.83254720460054,134904.61875,9.634291444185,11.854178375803,1.04396735052302,1.72706933396757,1.97363209983382
"146","3-Amino-1,2,4- triazole","S3L1",0.9575,3.82870293276665e-05,23688.8837770892,5.04635566810645,105925.6995,14.1238711669021,15.7171538586486,0.819856759669706,1.35607682658022,1.28156183763214
"147","4-Aminopyridine","S3L1",1.935,5.39559313735909e-05,31638.6098256269,3.59734171183059,185249.61075,-21.020789424372,-18.911679751702,1.44631704929885,2.3715935363833,4.17200914735027
"148","5-Fluorocytosine","S3L1",0.993,4.72892054041832e-05,17071.5642110346,4.08063600335594,135552.1305,-6.06761524770347,-4.05428488399274,1.0528716315488,1.73535887732917,1.46692976232273
"149","5-Fluorouracil","S3L1",0.832,2.68127906138948e-05,60022.1411857406,9.10207729986687,78313.42125,19.3109115783368,43.0872797122931,0.54462012908342,1.04459063883963,6.65072424480608
"150","6-Azauracil","S3L1",1.1675,4.29896185387074e-05,24616.3215989499,4.51409832907491,143932.733,-29.3708357863262,5.04728859795607,1.00205471163008,1.9198597521929,1.53800844899816
